Date,inpatient_care_num,released_from_treatment_num,to_be_confirmed,Prefecture,Prefecture_code
2022-06-19,3039,450981,2422,Chiba,JP-12
2022-06-20,3039,450981,2697,Chiba,JP-12
2022-06-21,3039,450981,3114,Chiba,JP-12
2022-06-22,3210,453924,525,Chiba,JP-12
2022-06-23,3210,453924,1095,Chiba,JP-12
2022-06-24,3210,453924,1637,Chiba,JP-12
2022-06-25,3210,453924,2192,Chiba,JP-12
2022-06-26,3210,453924,2740,Chiba,JP-12
2022-06-27,3210,453924,3065,Chiba,JP-12
2022-06-28,3210,453924,3702,Chiba,JP-12
2022-06-29,3912,456924,794,Chiba,JP-12
2022-06-30,3912,456924,1677,Chiba,JP-12
2022-07-01,3912,456924,2703,Chiba,JP-12
2022-07-02,3912,456924,3701,Chiba,JP-12
2022-07-03,3912,456924,4654,Chiba,JP-12
2022-07-04,3912,456924,5317,Chiba,JP-12
2022-07-05,3912,456924,6642,Chiba,JP-12
2022-07-06,6982,460494,1659,Chiba,JP-12
2022-07-07,6982,460494,3738,Chiba,JP-12
2022-07-08,6982,460494,5993,Chiba,JP-12
2022-07-09,6982,460494,8397,Chiba,JP-12
2022-07-10,6982,460494,10990,Chiba,JP-12
2022-07-11,6982,460494,12634,Chiba,JP-12
2022-07-12,6982,460494,15472,Chiba,JP-12
2022-07-13,16144,466801,3837,Chiba,JP-12
2022-07-14,16144,466801,7928,Chiba,JP-12
2022-07-15,16144,466801,12906,Chiba,JP-12
2022-07-16,16144,466801,18334,Chiba,JP-12
2022-07-17,16144,466801,23210,Chiba,JP-12
2022-07-18,16144,466801,27391,Chiba,JP-12
2022-07-19,16144,466801,30292,Chiba,JP-12
2022-07-20,32648,480588,5209,Chiba,JP-12
2022-07-21,32648,480588,12761,Chiba,JP-12
2022-07-22,32648,480588,22218,Chiba,JP-12
2022-07-23,32648,480588,31804,Chiba,JP-12
2022-07-24,32648,480588,40238,Chiba,JP-12
2022-07-25,32648,480588,47553,Chiba,JP-12
2022-07-26,32648,480588,55998,Chiba,JP-12
2022-07-27,56538,512696,8379,Chiba,JP-12
2022-07-28,56538,512696,20152,Chiba,JP-12
2022-07-29,56538,512696,30528,Chiba,JP-12
2022-07-30,56538,512696,41165,Chiba,JP-12
2022-07-31,56538,512696,50668,Chiba,JP-12
2022-08-01,56538,512696,58406,Chiba,JP-12
2022-08-02,56538,512696,65216,Chiba,JP-12
2022-08-03,68353,566097,10329,Chiba,JP-12
2022-08-04,68353,566097,21355,Chiba,JP-12
2022-08-05,68353,566097,31877,Chiba,JP-12
2022-08-06,68353,566097,41967,Chiba,JP-12
2022-08-07,68353,566097,51037,Chiba,JP-12
2022-08-08,68353,566097,58071,Chiba,JP-12
2022-08-09,68353,566097,65110,Chiba,JP-12
2022-08-10,66042,633518,8367,Chiba,JP-12
2022-08-11,66042,633518,17107,Chiba,JP-12
2022-08-12,66042,633518,25085,Chiba,JP-12
2022-08-13,66042,633518,30855,Chiba,JP-12
2022-08-14,66042,633518,35445,Chiba,JP-12
2022-08-15,66042,633518,40497,Chiba,JP-12
2022-08-16,66042,633518,45329,Chiba,JP-12
2022-08-17,50080,694809,6793,Chiba,JP-12
2022-08-18,50080,694809,13580,Chiba,JP-12
2022-08-19,50080,694809,22067,Chiba,JP-12
2022-08-20,50080,694809,29942,Chiba,JP-12
2022-08-21,50080,694809,37764,Chiba,JP-12
2022-08-22,50080,694809,42159,Chiba,JP-12
2022-08-23,50080,694809,47868,Chiba,JP-12
2022-08-24,52955,739804,7083,Chiba,JP-12
2022-08-25,52955,739804,16355,Chiba,JP-12
2022-08-26,52955,739804,23653,Chiba,JP-12
2022-08-27,52955,739804,30566,Chiba,JP-12
2022-08-28,52955,739804,36375,Chiba,JP-12
2022-08-29,52955,739804,40659,Chiba,JP-12
2022-08-30,52955,739804,45280,Chiba,JP-12
2022-08-31,50497,787542,6362,Chiba,JP-12
2022-09-01,50497,787542,12400,Chiba,JP-12
2022-09-02,50497,787542,17583,Chiba,JP-12
2022-09-03,50497,787542,22106,Chiba,JP-12
2022-09-04,50497,787542,27046,Chiba,JP-12
2022-09-05,50497,787542,29952,Chiba,JP-12
2022-09-06,50497,787542,33917,Chiba,JP-12
2022-09-07,37084,834872,4736,Chiba,JP-12
2022-09-08,37084,834872,9477,Chiba,JP-12
2022-09-09,37084,834872,13453,Chiba,JP-12
2022-09-10,37084,834872,17413,Chiba,JP-12
2022-09-11,37084,834872,21159,Chiba,JP-12
2022-09-12,37084,834872,24027,Chiba,JP-12
2022-09-13,37084,834872,27141,Chiba,JP-12
2022-09-14,20584,878513,4400,Chiba,JP-12
2022-09-15,20584,878513,8257,Chiba,JP-12
2022-09-16,20584,878513,11877,Chiba,JP-12
2022-09-17,20584,878513,15172,Chiba,JP-12
2022-09-18,20584,878513,18015,Chiba,JP-12
2022-09-19,20584,878513,20135,Chiba,JP-12
2022-09-20,20584,878513,21831,Chiba,JP-12
2022-09-21,16849,904076,2862,Chiba,JP-12
2022-09-22,16849,904076,6066,Chiba,JP-12
2022-09-23,16849,904076,9597,Chiba,JP-12
2022-09-24,16849,904076,11784,Chiba,JP-12
2022-09-25,16849,904076,14280,Chiba,JP-12
2022-09-26,16849,904076,17086,Chiba,JP-12
2022-09-27,16849,904076,18749,Chiba,JP-12
2022-09-28,16849,904076,20642,Chiba,JP-12
2022-09-29,16512,904076,22710,Chiba,JP-12
2022-09-30,16502,904076,24323,Chiba,JP-12
2022-10-01,16488,904076,25801,Chiba,JP-12
2022-10-02,16508,904076,26925,Chiba,JP-12
2022-10-03,16502,904076,27541,Chiba,JP-12
2022-10-04,16504,904076,29269,Chiba,JP-12
2022-10-05,16489,904076,30892,Chiba,JP-12
2022-10-06,16303,904076,32470,Chiba,JP-12
2022-10-07,16312,904076,33706,Chiba,JP-12
2022-10-08,16311,904076,34813,Chiba,JP-12
2022-10-09,16326,904076,35690,Chiba,JP-12
2022-10-10,16314,904076,36192,Chiba,JP-12
2022-10-11,16314,904076,36728,Chiba,JP-12
2022-10-12,16320,904076,38615,Chiba,JP-12
2022-10-13,16140,904076,40536,Chiba,JP-12
2022-10-14,16125,904076,41863,Chiba,JP-12
2022-10-15,16138,904076,43197,Chiba,JP-12
2022-10-16,16135,904076,44190,Chiba,JP-12
2022-10-17,16144,904076,44684,Chiba,JP-12
2022-10-18,16172,904076,46333,Chiba,JP-12
2022-10-19,16174,904076,47842,Chiba,JP-12
2022-10-20,16157,904076,49267,Chiba,JP-12
2022-10-21,16143,904076,50410,Chiba,JP-12
2022-10-22,16133,904076,51709,Chiba,JP-12
2022-10-23,16131,904076,52885,Chiba,JP-12
2022-10-24,16135,904076,53408,Chiba,JP-12
2022-10-25,16140,904076,55326,Chiba,JP-12
2022-10-26,16143,904076,57040,Chiba,JP-12
2022-10-27,16192,904076,58618,Chiba,JP-12
2022-10-28,16194,904076,60015,Chiba,JP-12
2022-10-29,16208,904076,61596,Chiba,JP-12
2022-10-30,16213,904076,63098,Chiba,JP-12
2022-10-31,16213,904076,63832,Chiba,JP-12
2022-11-01,16217,904076,66211,Chiba,JP-12
2022-11-02,16219,904076,68637,Chiba,JP-12
2022-11-03,16313,904076,70761,Chiba,JP-12
2022-11-04,16324,904076,71828,Chiba,JP-12
2022-11-05,16328,904076,74677,Chiba,JP-12
2022-11-06,16353,904076,76992,Chiba,JP-12
2022-11-07,16347,904076,77993,Chiba,JP-12
2022-11-08,16354,904076,81296,Chiba,JP-12
2022-11-09,16355,904076,84077,Chiba,JP-12
2022-11-10,16510,904076,86419,Chiba,JP-12
2022-11-11,16525,904076,89005,Chiba,JP-12
2022-11-12,16544,904076,91999,Chiba,JP-12
2022-11-13,16545,904076,94631,Chiba,JP-12
2022-11-14,16545,904076,95917,Chiba,JP-12
2022-11-15,16584,904076,100169,Chiba,JP-12
2022-11-16,16600,904076,104291,Chiba,JP-12
2022-11-17,16701,904076,107655,Chiba,JP-12
2022-11-18,16704,904076,110711,Chiba,JP-12
2022-11-19,16744,904076,114432,Chiba,JP-12
2022-11-20,16744,904076,117507,Chiba,JP-12
2022-11-21,16758,904076,119128,Chiba,JP-12
2022-11-22,16744,904076,123567,Chiba,JP-12
2022-11-23,16752,904076,128871,Chiba,JP-12
2022-11-24,16843,904076,131015,Chiba,JP-12
2022-11-25,16855,904076,137140,Chiba,JP-12
2022-11-26,16894,904076,143006,Chiba,JP-12
2022-11-27,16888,904076,147311,Chiba,JP-12
2022-11-28,16888,904076,149313,Chiba,JP-12
2022-11-29,16903,904076,154144,Chiba,JP-12
2022-11-30,16900,904076,160177,Chiba,JP-12
2022-12-01,17052,904076,165659,Chiba,JP-12
2022-12-02,17075,904076,170959,Chiba,JP-12
2022-12-03,17110,904076,175979,Chiba,JP-12
2022-12-04,17111,904076,179917,Chiba,JP-12
2022-12-05,17127,904076,182150,Chiba,JP-12
2022-12-06,17127,904076,188672,Chiba,JP-12
2022-12-07,17115,904076,195360,Chiba,JP-12
2022-12-08,17373,904076,201024,Chiba,JP-12
2022-12-09,17381,904076,206700,Chiba,JP-12
2022-12-10,17371,904076,213399,Chiba,JP-12
2022-12-11,17391,904076,218927,Chiba,JP-12
2022-12-12,17391,904076,221825,Chiba,JP-12
2022-12-13,17404,904076,230764,Chiba,JP-12
2022-12-14,17439,904076,239393,Chiba,JP-12
2022-12-15,17993,904076,246584,Chiba,JP-12
2022-12-16,17990,904076,253609,Chiba,JP-12
2022-12-17,18036,904076,261067,Chiba,JP-12
2022-12-18,18057,904076,267469,Chiba,JP-12
2022-12-19,18052,904076,270626,Chiba,JP-12
2022-12-20,18080,904076,279982,Chiba,JP-12
2022-12-21,18072,904076,289129,Chiba,JP-12
2022-12-22,18225,904076,297032,Chiba,JP-12
2022-12-23,18227,904076,304707,Chiba,JP-12
2022-12-24,18220,904076,313245,Chiba,JP-12
2022-12-25,18220,904076,320280,Chiba,JP-12
2022-12-26,18262,904076,323425,Chiba,JP-12
2022-12-27,18298,904076,332895,Chiba,JP-12
2022-12-28,18308,904076,341977,Chiba,JP-12
2022-12-29,18566,904076,349696,Chiba,JP-12
2022-12-30,18572,904076,355789,Chiba,JP-12
2022-12-31,18573,904076,360096,Chiba,JP-12
2023-01-01,18547,904076,363826,Chiba,JP-12
2023-01-02,18512,904076,367018,Chiba,JP-12
2023-01-03,18489,904076,371120,Chiba,JP-12
2023-01-04,18467,904076,375168,Chiba,JP-12
2023-01-05,18815,904076,384982,Chiba,JP-12
2023-01-06,18815,904076,394547,Chiba,JP-12
2023-01-07,18821,904076,404699,Chiba,JP-12
2023-01-08,18861,904076,412244,Chiba,JP-12
2023-01-09,18924,904076,415916,Chiba,JP-12
2023-01-10,18924,904076,419131,Chiba,JP-12
2023-01-11,18981,904076,428123,Chiba,JP-12
2023-01-12,18962,904076,435047,Chiba,JP-12
2023-01-13,18936,904076,440889,Chiba,JP-12
2023-01-14,18922,904076,446442,Chiba,JP-12
2023-01-15,18893,904076,451027,Chiba,JP-12
2023-01-16,18877,904076,453130,Chiba,JP-12
2023-01-17,18837,904076,459250,Chiba,JP-12
2023-01-18,18804,904076,464861,Chiba,JP-12
2023-01-19,18513,904076,469187,Chiba,JP-12
2023-01-20,18498,904076,472997,Chiba,JP-12
2023-01-21,18481,904076,476730,Chiba,JP-12
2023-01-22,18471,904076,479895,Chiba,JP-12
2023-01-23,18473,904076,481250,Chiba,JP-12
2023-01-24,18459,904076,484962,Chiba,JP-12
2023-01-25,18436,904076,488419,Chiba,JP-12
2023-01-26,18098,904076,491570,Chiba,JP-12
2023-01-27,18078,904076,494136,Chiba,JP-12
2023-01-28,18068,904076,496635,Chiba,JP-12
2023-01-29,18063,904076,498628,Chiba,JP-12
2023-01-30,18058,904076,499510,Chiba,JP-12
2023-01-31,18060,904076,502234,Chiba,JP-12
2023-02-01,18043,904076,504546,Chiba,JP-12
2023-02-02,17428,904076,506963,Chiba,JP-12
2023-02-03,17432,904076,508579,Chiba,JP-12
2023-02-04,17426,904076,510223,Chiba,JP-12
2023-02-05,17426,904076,511535,Chiba,JP-12
2023-02-06,17414,904076,512167,Chiba,JP-12
2023-02-07,17393,904076,513971,Chiba,JP-12
2023-02-08,17397,904076,515607,Chiba,JP-12
2023-02-09,17051,904076,517211,Chiba,JP-12
2023-02-10,17041,904076,518388,Chiba,JP-12
2023-02-11,17040,904076,519458,Chiba,JP-12
2023-02-12,17041,904076,519936,Chiba,JP-12
2023-02-13,17041,904076,520265,Chiba,JP-12
2023-02-14,17026,904076,521350,Chiba,JP-12
2023-02-15,17026,904076,522311,Chiba,JP-12
2023-02-16,16588,904076,523519,Chiba,JP-12
2023-02-17,16592,904076,524169,Chiba,JP-12
2023-02-18,16589,904076,524750,Chiba,JP-12
2023-02-19,16588,904076,525212,Chiba,JP-12
2023-02-20,16585,904076,525458,Chiba,JP-12
2023-02-21,16585,904076,526100,Chiba,JP-12
2023-02-22,16593,904076,526646,Chiba,JP-12
2023-02-23,16320,904076,527362,Chiba,JP-12
2023-02-24,16313,904076,527547,Chiba,JP-12
2023-02-25,16313,904076,528046,Chiba,JP-12
2023-02-26,16308,904076,528451,Chiba,JP-12
2023-02-27,16301,904076,528660,Chiba,JP-12
2023-02-28,16300,904076,529142,Chiba,JP-12
2023-03-01,16295,904076,529594,Chiba,JP-12
2023-03-02,16056,904076,530219,Chiba,JP-12
2023-03-03,16054,904076,530565,Chiba,JP-12
2023-03-04,16052,904076,530957,Chiba,JP-12
2023-03-05,16056,904076,531237,Chiba,JP-12
2023-03-06,16052,904076,531372,Chiba,JP-12
2023-03-07,16053,904076,531789,Chiba,JP-12
2023-03-08,16048,904076,532213,Chiba,JP-12
2023-03-09,15969,904076,532616,Chiba,JP-12
2023-03-10,15967,904076,532919,Chiba,JP-12
2023-03-11,15968,904076,533248,Chiba,JP-12
2023-03-12,15972,904076,533531,Chiba,JP-12
2023-03-13,15971,904076,533650,Chiba,JP-12
2023-03-14,15975,904076,534073,Chiba,JP-12
2023-03-15,15975,904076,534389,Chiba,JP-12
2023-03-16,15910,904076,534773,Chiba,JP-12
2023-03-17,15908,904076,535021,Chiba,JP-12
2023-03-18,15905,904076,535309,Chiba,JP-12
2023-03-19,15904,904076,535554,Chiba,JP-12
2023-03-20,15908,904076,535641,Chiba,JP-12
2023-03-21,15907,904076,535989,Chiba,JP-12
2023-03-22,15911,904076,536163,Chiba,JP-12
2023-03-23,15921,904076,536481,Chiba,JP-12
2023-03-24,15914,904076,536805,Chiba,JP-12
2023-03-25,15913,904076,537177,Chiba,JP-12
2023-03-26,15913,904076,537431,Chiba,JP-12
2023-03-27,15912,904076,537561,Chiba,JP-12
2023-03-28,15910,904076,537913,Chiba,JP-12
2023-03-29,15915,904076,538256,Chiba,JP-12
2023-03-30,15895,904076,538582,Chiba,JP-12
2023-03-31,15899,904076,538821,Chiba,JP-12
2023-04-01,15902,904076,539174,Chiba,JP-12
2023-04-02,15901,904076,539444,Chiba,JP-12
2023-04-03,15894,904076,539561,Chiba,JP-12
2023-04-04,15891,904076,540042,Chiba,JP-12
2023-04-05,15893,904076,540481,Chiba,JP-12
2023-04-06,15858,904076,540918,Chiba,JP-12
2023-04-07,15862,904076,541294,Chiba,JP-12
2023-04-08,15872,904076,541684,Chiba,JP-12
2023-04-09,15879,904076,542065,Chiba,JP-12
2023-04-10,15877,904076,542220,Chiba,JP-12
2023-04-11,15878,904076,542690,Chiba,JP-12
2023-04-12,15879,904076,543134,Chiba,JP-12
2023-04-13,15796,904076,543659,Chiba,JP-12
2023-04-14,15800,904076,544002,Chiba,JP-12
2023-04-15,15802,904076,544387,Chiba,JP-12
2023-04-16,15799,904076,544783,Chiba,JP-12
2023-04-17,15801,904076,544964,Chiba,JP-12
2023-04-18,15797,904076,545494,Chiba,JP-12
2023-04-19,15794,904076,546101,Chiba,JP-12
2023-04-20,15839,904076,546497,Chiba,JP-12
2023-04-21,15832,904076,546924,Chiba,JP-12
2023-04-22,15836,904076,547394,Chiba,JP-12
2023-04-23,15837,904076,547802,Chiba,JP-12
2023-04-24,15837,904076,547981,Chiba,JP-12
2023-04-25,15835,904076,548465,Chiba,JP-12
2023-04-26,15832,904076,549043,Chiba,JP-12
2023-04-27,15804,904076,549558,Chiba,JP-12
2023-04-28,15799,904076,550091,Chiba,JP-12
2023-04-29,15820,904076,550739,Chiba,JP-12
2023-04-30,15820,904076,551021,Chiba,JP-12
2023-05-01,15819,904076,551255,Chiba,JP-12
2023-05-02,15819,904076,552051,Chiba,JP-12
2023-05-03,15802,904076,552768,Chiba,JP-12
2023-05-04,15790,904076,553014,Chiba,JP-12
2023-05-05,15791,904076,553206,Chiba,JP-12
2023-05-06,15791,904076,553461,Chiba,JP-12
2023-05-07,15781,904076,554180,Chiba,JP-12
2023-05-08,15781,904076,554534,Chiba,JP-12
2023-05-09,15775,904076,554560,Chiba,JP-12
2020-05-09,2514,2152,0,Tokyo,JP-13
2020-05-10,2518,2170,0,Tokyo,JP-13
2020-05-11,2509,2185,0,Tokyo,JP-13
2020-05-12,1890,2901,0,Tokyo,JP-13
2020-05-13,1755,3039,0,Tokyo,JP-13
2020-05-14,1583,3232,0,Tokyo,JP-13
2020-05-15,1431,3386,0,Tokyo,JP-13
2020-05-16,1346,3474,0,Tokyo,JP-13
2020-05-17,1306,3512,0,Tokyo,JP-13
2020-05-18,1192,3632,0,Tokyo,JP-13
2020-05-19,978,3848,0,Tokyo,JP-13
2020-05-20,887,3941,0,Tokyo,JP-13
2020-05-21,804,4073,0,Tokyo,JP-13
2020-05-22,670,4189,14,Tokyo,JP-13
2020-05-23,628,4229,10,Tokyo,JP-13
2020-05-24,633,4239,0,Tokyo,JP-13
2020-05-25,561,4311,0,Tokyo,JP-13
2020-05-26,499,4379,0,Tokyo,JP-13
2020-05-27,471,4413,0,Tokyo,JP-13
2020-05-28,453,4443,0,Tokyo,JP-13
2020-05-29,414,4501,0,Tokyo,JP-13
2020-05-30,419,4508,0,Tokyo,JP-13
2020-05-31,421,4510,0,Tokyo,JP-13
2020-06-01,405,4539,0,Tokyo,JP-13
2020-06-02,391,4586,0,Tokyo,JP-13
2020-06-03,366,4623,0,Tokyo,JP-13
2020-06-04,368,4648,0,Tokyo,JP-13
2020-06-05,347,4687,0,Tokyo,JP-13
2020-06-06,363,4695,0,Tokyo,JP-13
2020-06-07,376,4696,0,Tokyo,JP-13
2020-06-08,369,4716,0,Tokyo,JP-13
2020-06-09,339,4758,0,Tokyo,JP-13
2020-06-10,330,4785,0,Tokyo,JP-13
2020-06-11,313,4824,0,Tokyo,JP-13
2020-06-12,304,4856,0,Tokyo,JP-13
2020-06-13,321,4862,0,Tokyo,JP-13
2020-06-14,364,4866,0,Tokyo,JP-13
2020-06-15,391,4887,0,Tokyo,JP-13
2020-06-16,367,4936,0,Tokyo,JP-13
2020-06-17,338,4978,0,Tokyo,JP-13
2020-06-18,340,5017,0,Tokyo,JP-13
2020-06-19,318,5071,0,Tokyo,JP-13
2020-06-20,344,5084,0,Tokyo,JP-13
2020-06-21,363,5100,0,Tokyo,JP-13
2020-06-22,343,5148,0,Tokyo,JP-13
2020-06-23,334,5183,0,Tokyo,JP-13
2020-06-24,355,5215,0,Tokyo,JP-13
2020-06-25,360,5258,0,Tokyo,JP-13
2020-06-26,377,5295,0,Tokyo,JP-13
2020-06-27,409,5320,0,Tokyo,JP-13
2020-06-28,443,5346,0,Tokyo,JP-13
2020-06-29,451,5395,0,Tokyo,JP-13
2020-06-30,453,5447,0,Tokyo,JP-13
2020-07-01,493,5474,0,Tokyo,JP-13
2020-07-02,534,5540,0,Tokyo,JP-13
2020-07-03,616,5582,0,Tokyo,JP-13
2020-07-04,712,5617,0,Tokyo,JP-13
2020-07-05,798,5642,0,Tokyo,JP-13
2020-07-06,836,5706,0,Tokyo,JP-13
2020-07-07,876,5772,0,Tokyo,JP-13
2020-07-08,847,5876,0,Tokyo,JP-13
2020-07-09,968,5979,0,Tokyo,JP-13
2020-07-10,1096,6094,0,Tokyo,JP-13
2020-07-11,1227,6169,0,Tokyo,JP-13
2020-07-12,1379,6223,0,Tokyo,JP-13
2020-07-13,1385,6336,0,Tokyo,JP-13
2020-07-14,1392,6472,0,Tokyo,JP-13
2020-07-15,1420,6608,0,Tokyo,JP-13
2020-07-16,1543,6771,0,Tokyo,JP-13
2020-07-17,1698,6909,0,Tokyo,JP-13
2020-07-18,1894,7003,0,Tokyo,JP-13
2020-07-19,2028,7057,0,Tokyo,JP-13
2020-07-20,1940,7312,0,Tokyo,JP-13
2020-07-21,1976,7513,0,Tokyo,JP-13
2020-07-22,1960,7767,0,Tokyo,JP-13
2020-07-23,2241,7852,0,Tokyo,JP-13
2020-07-24,2439,7914,0,Tokyo,JP-13
2020-07-25,2681,7966,0,Tokyo,JP-13
2020-07-26,2762,8124,0,Tokyo,JP-13
2020-07-27,2553,8464,0,Tokyo,JP-13
2020-07-28,2525,8758,0,Tokyo,JP-13
2020-07-29,2423,9109,0,Tokyo,JP-13
2020-07-30,2460,9438,0,Tokyo,JP-13
2020-07-31,2744,9615,0,Tokyo,JP-13
2020-08-01,3083,9748,0,Tokyo,JP-13
2020-08-02,3332,9791,0,Tokyo,JP-13
2020-08-03,3268,10112,0,Tokyo,JP-13
2020-08-04,3252,10437,0,Tokyo,JP-13
2020-08-05,3265,10687,0,Tokyo,JP-13
2020-08-06,3305,11007,0,Tokyo,JP-13
2020-08-07,3413,11361,0,Tokyo,JP-13
2020-08-08,3594,11609,0,Tokyo,JP-13
2020-08-09,3756,11778,0,Tokyo,JP-13
2020-08-10,3760,11970,0,Tokyo,JP-13
2020-08-11,3696,12220,0,Tokyo,JP-13
2020-08-12,3612,12526,0,Tokyo,JP-13
2020-08-13,3494,12848,0,Tokyo,JP-13
2020-08-14,3457,13274,0,Tokyo,JP-13
2020-08-15,3520,13596,0,Tokyo,JP-13
2020-08-16,3615,13759,0,Tokyo,JP-13
2020-08-17,3519,14015,0,Tokyo,JP-13
2020-08-18,3338,14400,0,Tokyo,JP-13
2020-08-19,3109,14812,0,Tokyo,JP-13
2020-08-20,3150,15109,0,Tokyo,JP-13
2020-08-21,3106,15409,0,Tokyo,JP-13
2020-08-22,3209,15562,0,Tokyo,JP-13
2020-08-23,3257,15726,0,Tokyo,JP-13
2020-08-24,3049,16027,0,Tokyo,JP-13
2020-08-25,2895,16361,0,Tokyo,JP-13
2020-08-26,2797,16693,0,Tokyo,JP-13
2020-08-27,2735,17005,0,Tokyo,JP-13
2020-08-28,2553,17411,0,Tokyo,JP-13
2020-08-29,2681,17530,0,Tokyo,JP-13
2020-08-30,2687,17670,0,Tokyo,JP-13
2020-08-31,2595,17859,0,Tokyo,JP-13
2020-09-01,2565,18058,0,Tokyo,JP-13
2020-09-02,2525,18239,0,Tokyo,JP-13
2020-09-03,2487,18487,0,Tokyo,JP-13
2020-09-04,2371,18735,0,Tokyo,JP-13
2020-09-05,2412,18875,0,Tokyo,JP-13
2020-09-06,2436,18967,0,Tokyo,JP-13
2020-09-07,2306,19171,0,Tokyo,JP-13
2020-09-08,2201,19440,0,Tokyo,JP-13
2020-09-09,2202,19587,0,Tokyo,JP-13
2020-09-10,2253,19812,0,Tokyo,JP-13
2020-09-11,2232,20019,0,Tokyo,JP-13
2020-09-12,2366,20109,0,Tokyo,JP-13
2020-09-13,2450,20171,0,Tokyo,JP-13
2020-09-14,2351,20348,0,Tokyo,JP-13
2020-09-15,2285,20603,0,Tokyo,JP-13
2020-09-16,2211,20837,0,Tokyo,JP-13
2020-09-17,2198,21021,0,Tokyo,JP-13
2020-09-18,2230,21208,0,Tokyo,JP-13
2020-09-19,2278,21378,0,Tokyo,JP-13
2020-09-20,2346,21472,0,Tokyo,JP-13
2020-09-21,2375,21540,0,Tokyo,JP-13
2020-09-22,2349,21654,0,Tokyo,JP-13
2020-09-23,2210,21851,0,Tokyo,JP-13
2020-09-24,2132,22121,0,Tokyo,JP-13
2020-09-25,2015,22429,0,Tokyo,JP-13
2020-09-26,2163,22550,0,Tokyo,JP-13
2020-09-27,2210,22647,0,Tokyo,JP-13
2020-09-28,2150,22779,0,Tokyo,JP-13
2020-09-29,2184,22956,0,Tokyo,JP-13
2020-09-30,2183,23147,0,Tokyo,JP-13
2020-10-01,2134,23430,0,Tokyo,JP-13
2020-10-02,2051,23709,0,Tokyo,JP-13
2020-10-03,2067,23898,0,Tokyo,JP-13
2020-10-04,2110,23963,0,Tokyo,JP-13
2020-10-05,1985,24152,0,Tokyo,JP-13
2020-10-06,1934,24379,0,Tokyo,JP-13
2020-10-07,1868,24585,0,Tokyo,JP-13
2020-10-08,1927,24773,0,Tokyo,JP-13
2020-10-09,1913,24986,0,Tokyo,JP-13
2020-10-10,2004,25144,0,Tokyo,JP-13
2020-10-11,2085,25209,0,Tokyo,JP-13
2020-10-12,2014,25358,0,Tokyo,JP-13
2020-10-13,1974,25562,0,Tokyo,JP-13
2020-10-14,1865,25846,0,Tokyo,JP-13
2020-10-15,1902,26091,0,Tokyo,JP-13
2020-10-16,1867,26306,0,Tokyo,JP-13
2020-10-17,1931,26474,0,Tokyo,JP-13
2020-10-18,1958,26577,0,Tokyo,JP-13
2020-10-19,1800,26810,0,Tokyo,JP-13
2020-10-20,1710,27038,0,Tokyo,JP-13
2020-10-21,1669,27227,0,Tokyo,JP-13
2020-10-22,1623,27455,0,Tokyo,JP-13
2020-10-23,1635,27626,0,Tokyo,JP-13
2020-10-24,1655,27809,0,Tokyo,JP-13
2020-10-25,1697,27889,0,Tokyo,JP-13
2020-10-26,1691,27986,0,Tokyo,JP-13
2020-10-27,1616,28218,0,Tokyo,JP-13
2020-10-28,1632,28373,0,Tokyo,JP-13
2020-10-29,1698,28526,0,Tokyo,JP-13
2020-10-30,1708,28718,0,Tokyo,JP-13
2020-10-31,1755,28886,0,Tokyo,JP-13
2020-11-01,1799,28958,0,Tokyo,JP-13
2020-11-02,1732,29102,0,Tokyo,JP-13
2020-11-03,1816,29227,0,Tokyo,JP-13
2020-11-04,1754,29411,0,Tokyo,JP-13
2020-11-05,1817,29615,0,Tokyo,JP-13
2020-11-06,1835,29839,0,Tokyo,JP-13
2020-11-07,1992,29976,0,Tokyo,JP-13
2020-11-08,2130,30027,0,Tokyo,JP-13
2020-11-09,2126,30179,0,Tokyo,JP-13
2020-11-10,2135,30460,0,Tokyo,JP-13
2020-11-11,2226,30683,0,Tokyo,JP-13
2020-11-12,2346,30954,0,Tokyo,JP-13
2020-11-13,2489,31185,0,Tokyo,JP-13
2020-11-14,2658,31368,0,Tokyo,JP-13
2020-11-15,2804,31477,0,Tokyo,JP-13
2020-11-16,2755,31704,0,Tokyo,JP-13
2020-11-17,2751,32002,0,Tokyo,JP-13
2020-11-18,3024,32222,0,Tokyo,JP-13
2020-11-19,3234,32546,0,Tokyo,JP-13
2020-11-20,3347,32954,0,Tokyo,JP-13
2020-11-21,3615,33224,0,Tokyo,JP-13
2020-11-22,3846,33383,0,Tokyo,JP-13
2020-11-23,3948,33595,0,Tokyo,JP-13
2020-11-24,3754,33964,0,Tokyo,JP-13
2020-11-25,3711,34405,0,Tokyo,JP-13
2020-11-26,3781,34813,0,Tokyo,JP-13
2020-11-27,3743,35418,0,Tokyo,JP-13
2020-11-28,3989,35733,0,Tokyo,JP-13
2020-11-29,4099,36041,0,Tokyo,JP-13
2020-11-30,4037,36413,0,Tokyo,JP-13
2020-12-01,3937,36880,0,Tokyo,JP-13
2020-12-02,3964,37348,0,Tokyo,JP-13
2020-12-03,4174,37669,0,Tokyo,JP-13
2020-12-04,4240,38044,0,Tokyo,JP-13
2020-12-05,4483,38383,0,Tokyo,JP-13
2020-12-06,4588,38605,0,Tokyo,JP-13
2020-12-07,4362,39124,0,Tokyo,JP-13
