Date,inpatient_care_num,released_from_treatment_num,to_be_confirmed,Prefecture,Prefecture_code
2020-07-24,336,498,0,Aichi,JP-23
2020-07-25,392,505,0,Aichi,JP-23
2020-07-26,469,506,0,Aichi,JP-23
2020-07-27,544,511,6,Aichi,JP-23
2020-07-28,608,523,6,Aichi,JP-23
2020-07-29,712,529,6,Aichi,JP-23
2020-07-30,857,551,6,Aichi,JP-23
2020-07-31,1015,553,6,Aichi,JP-23
2020-08-01,1183,578,0,Aichi,JP-23
2020-08-02,1190,603,149,Aichi,JP-23
2020-08-03,241,620,1247,Aichi,JP-23
2020-08-04,1248,667,318,Aichi,JP-23
2020-08-05,1563,783,7,Aichi,JP-23
2020-08-06,1569,917,12,Aichi,JP-23
2020-08-07,1592,1040,6,Aichi,JP-23
2020-08-08,1637,1153,-152,Aichi,JP-23
2020-08-09,1782,1185,329,Aichi,JP-23
2020-08-10,1855,1241,458,Aichi,JP-23
2020-08-11,1852,1345,5,Aichi,JP-23
2020-08-12,1746,1518,5,Aichi,JP-23
2020-08-13,1654,1695,5,Aichi,JP-23
2020-08-14,1653,1804,42,Aichi,JP-23
2020-08-15,1632,1913,130,Aichi,JP-23
2020-08-16,1488,2125,202,Aichi,JP-23
2020-08-17,1447,2248,5,Aichi,JP-23
2020-08-18,1323,2414,5,Aichi,JP-23
2020-08-19,1236,2557,4,Aichi,JP-23
2020-08-20,1187,2661,4,Aichi,JP-23
2020-08-21,1192,2737,0,Aichi,JP-23
2020-08-22,1162,2854,0,Aichi,JP-23
2020-08-23,1117,2966,0,Aichi,JP-23
2020-08-24,1109,3021,0,Aichi,JP-23
2020-08-25,1023,3150,0,Aichi,JP-23
2020-08-26,886,3329,0,Aichi,JP-23
2020-08-27,833,3432,0,Aichi,JP-23
2020-08-28,789,3513,0,Aichi,JP-23
2020-08-29,778,3573,0,Aichi,JP-23
2020-08-30,749,3644,0,Aichi,JP-23
2020-08-31,722,3706,0,Aichi,JP-23
2020-09-01,723,3747,0,Aichi,JP-23
2020-09-02,684,3807,0,Aichi,JP-23
2020-09-03,650,3865,0,Aichi,JP-23
2020-09-04,605,3927,0,Aichi,JP-23
2020-09-05,587,3977,0,Aichi,JP-23
2020-09-06,565,4033,0,Aichi,JP-23
2020-09-07,536,4088,0,Aichi,JP-23
2020-09-08,489,4156,0,Aichi,JP-23
2020-09-09,444,4212,0,Aichi,JP-23
2020-09-10,421,4256,0,Aichi,JP-23
2020-09-11,403,4310,0,Aichi,JP-23
2020-09-12,394,4366,0,Aichi,JP-23
2020-09-13,387,4402,0,Aichi,JP-23
2020-09-14,398,4423,0,Aichi,JP-23
2020-09-15,392,4452,0,Aichi,JP-23
2020-09-16,371,4493,0,Aichi,JP-23
2020-09-17,361,4525,0,Aichi,JP-23
2020-09-18,368,4554,0,Aichi,JP-23
2020-09-19,377,4584,0,Aichi,JP-23
2020-09-20,393,4598,0,Aichi,JP-23
2020-09-21,410,4612,0,Aichi,JP-23
2020-09-22,408,4633,0,Aichi,JP-23
2020-09-23,392,4658,0,Aichi,JP-23
2020-09-24,380,4682,0,Aichi,JP-23
2020-09-25,369,4727,0,Aichi,JP-23
2020-09-26,353,4781,0,Aichi,JP-23
2020-09-27,343,4815,0,Aichi,JP-23
2020-09-28,357,4850,0,Aichi,JP-23
2020-09-29,349,4877,0,Aichi,JP-23
2020-09-30,350,4903,0,Aichi,JP-23
2020-10-01,353,4924,0,Aichi,JP-23
2020-10-02,346,4952,0,Aichi,JP-23
2020-10-03,333,4984,0,Aichi,JP-23
2020-10-04,309,5024,0,Aichi,JP-23
2020-10-05,317,5034,0,Aichi,JP-23
2020-10-06,303,5060,0,Aichi,JP-23
2020-10-07,289,5085,0,Aichi,JP-23
2020-10-08,277,5112,0,Aichi,JP-23
2020-10-09,268,5136,0,Aichi,JP-23
2020-10-10,260,5155,0,Aichi,JP-23
2020-10-11,256,5179,0,Aichi,JP-23
2020-10-12,255,5193,0,Aichi,JP-23
2020-10-13,238,5228,0,Aichi,JP-23
2020-10-14,232,5258,0,Aichi,JP-23
2020-10-15,218,5287,0,Aichi,JP-23
2020-10-16,219,5305,0,Aichi,JP-23
2020-10-17,229,5316,0,Aichi,JP-23
2020-10-18,232,5341,0,Aichi,JP-23
2020-10-19,233,5361,0,Aichi,JP-23
2020-10-20,233,5376,0,Aichi,JP-23
2020-10-21,228,5394,0,Aichi,JP-23
2020-10-22,252,5406,0,Aichi,JP-23
2020-10-23,246,5430,0,Aichi,JP-23
2020-10-24,266,5453,0,Aichi,JP-23
2020-10-25,262,5499,0,Aichi,JP-23
2020-10-26,253,5524,0,Aichi,JP-23
2020-10-27,276,5538,0,Aichi,JP-23
2020-10-28,294,5555,0,Aichi,JP-23
2020-10-29,318,5580,0,Aichi,JP-23
2020-10-30,385,5600,0,Aichi,JP-23
2020-10-31,422,5613,0,Aichi,JP-23
2020-11-01,494,5637,0,Aichi,JP-23
2020-11-02,519,5660,0,Aichi,JP-23
2020-11-03,521,5702,0,Aichi,JP-23
2020-11-04,579,5729,0,Aichi,JP-23
2020-11-05,612,5749,0,Aichi,JP-23
2020-11-06,633,5806,0,Aichi,JP-23
2020-11-07,649,5872,0,Aichi,JP-23
2020-11-08,711,5923,0,Aichi,JP-23
2020-11-09,765,5949,0,Aichi,JP-23
2020-11-10,756,6015,0,Aichi,JP-23
2020-11-11,834,6120,0,Aichi,JP-23
2020-11-12,842,6214,0,Aichi,JP-23
2020-11-13,905,6294,0,Aichi,JP-23
2020-11-14,1020,6327,0,Aichi,JP-23
2020-11-15,1056,6443,0,Aichi,JP-23
2020-11-16,1111,6490,0,Aichi,JP-23
2020-11-17,1109,6555,0,Aichi,JP-23
2020-11-18,1189,6612,0,Aichi,JP-23
2020-11-19,1206,6734,0,Aichi,JP-23
2020-11-20,1317,6841,0,Aichi,JP-23
2020-11-21,1413,6947,0,Aichi,JP-23
2020-11-22,1505,7065,0,Aichi,JP-23
2020-11-23,1580,7133,0,Aichi,JP-23
2020-11-24,1589,7216,0,Aichi,JP-23
2020-11-25,1582,7331,0,Aichi,JP-23
2020-11-26,1608,7479,0,Aichi,JP-23
2020-11-27,1661,7624,0,Aichi,JP-23
2020-11-28,1766,7751,0,Aichi,JP-23
2020-11-29,1751,7983,0,Aichi,JP-23
2020-11-30,1686,8307,0,Aichi,JP-23
2020-12-01,1686,8307,0,Aichi,JP-23
2020-12-02,1731,8457,0,Aichi,JP-23
2020-12-03,1766,8640,0,Aichi,JP-23
2020-12-04,1802,8798,0,Aichi,JP-23
2020-12-05,1809,9002,0,Aichi,JP-23
2020-12-06,1865,9163,0,Aichi,JP-23
2020-12-07,1922,9273,0,Aichi,JP-23
2020-12-08,1890,9414,0,Aichi,JP-23
2020-12-09,1951,9547,0,Aichi,JP-23
2020-12-10,2026,9717,0,Aichi,JP-23
2020-12-11,2061,9922,0,Aichi,JP-23
2020-12-12,2063,10114,0,Aichi,JP-23
2020-12-13,2131,10251,0,Aichi,JP-23
2020-12-14,2169,10393,0,Aichi,JP-23
2020-12-15,2131,10544,0,Aichi,JP-23
2020-12-16,2155,10733,0,Aichi,JP-23
2020-12-17,2201,10931,0,Aichi,JP-23
2020-12-18,2237,11130,0,Aichi,JP-23
2020-12-19,2224,11357,0,Aichi,JP-23
2020-12-20,2228,11581,0,Aichi,JP-23
2020-12-21,2252,11712,0,Aichi,JP-23
2020-12-22,2157,11894,0,Aichi,JP-23
2020-12-23,2163,12072,0,Aichi,JP-23
2020-12-24,2167,12304,0,Aichi,JP-23
2020-12-25,2224,12509,0,Aichi,JP-23
2020-12-26,2276,12719,0,Aichi,JP-23
2020-12-27,2321,12933,0,Aichi,JP-23
2020-12-28,2351,13118,0,Aichi,JP-23
2020-12-29,2255,13329,0,Aichi,JP-23
2020-12-30,2358,13457,0,Aichi,JP-23
2020-12-31,2510,13596,0,Aichi,JP-23
2021-01-01,2543,13797,0,Aichi,JP-23
2021-01-02,2555,13976,0,Aichi,JP-23
2021-01-03,2555,14129,0,Aichi,JP-23
2021-01-04,2478,14385,0,Aichi,JP-23
2021-01-05,2469,14541,0,Aichi,JP-23
2021-01-06,2510,14766,0,Aichi,JP-23
2021-01-07,2601,15030,0,Aichi,JP-23
2021-01-08,2803,15251,0,Aichi,JP-23
2021-01-09,2978,15474,0,Aichi,JP-23
2021-01-10,3177,15634,0,Aichi,JP-23
2021-01-11,3288,15857,0,Aichi,JP-23
2021-01-12,3323,16014,0,Aichi,JP-23
2021-01-13,3288,16171,0,Aichi,JP-23
2021-01-14,3385,16384,0,Aichi,JP-23
2021-01-15,3449,16623,0,Aichi,JP-23
2021-01-16,3522,16891,0,Aichi,JP-23
2021-01-17,3590,17144,0,Aichi,JP-23
2021-01-18,3546,17400,0,Aichi,JP-23
2021-01-19,3403,17687,0,Aichi,JP-23
2021-01-20,3389,17940,0,Aichi,JP-23
2021-01-21,3391,18179,0,Aichi,JP-23
2021-01-22,3366,18466,0,Aichi,JP-23
2021-01-23,3299,18774,0,Aichi,JP-23
2021-01-24,3227,19088,0,Aichi,JP-23
2021-01-25,3025,19448,0,Aichi,JP-23
2021-01-26,2806,19752,0,Aichi,JP-23
2021-01-27,2705,20061,0,Aichi,JP-23
2021-01-28,2721,20268,0,Aichi,JP-23
2021-01-29,2748,20476,0,Aichi,JP-23
2021-01-30,2616,20765,0,Aichi,JP-23
2021-01-31,2491,21014,0,Aichi,JP-23
2021-02-01,2415,21207,0,Aichi,JP-23
2021-02-02,2359,21337,0,Aichi,JP-23
2021-02-03,2235,21557,0,Aichi,JP-23
2021-02-04,2140,21756,0,Aichi,JP-23
2021-02-05,2013,21975,0,Aichi,JP-23
2021-02-06,1893,22174,0,Aichi,JP-23
2021-02-07,1790,22390,0,Aichi,JP-23
2021-02-08,1680,22565,0,Aichi,JP-23
2021-02-09,1680,22565,0,Aichi,JP-23
2021-02-10,1499,22863,0,Aichi,JP-23
2021-02-11,1467,23004,0,Aichi,JP-23
2021-02-12,1434,23112,0,Aichi,JP-23
2021-02-13,1356,23242,0,Aichi,JP-23
2021-02-14,1259,23394,0,Aichi,JP-23
2021-02-15,1233,23494,0,Aichi,JP-23
2021-02-16,1173,23592,0,Aichi,JP-23
2021-02-17,1120,23703,0,Aichi,JP-23
2021-02-18,1073,23826,0,Aichi,JP-23
2021-02-19,1023,23921,0,Aichi,JP-23
2021-02-20,959,24031,0,Aichi,JP-23
2021-02-21,927,24108,0,Aichi,JP-23
2021-02-22,878,24185,0,Aichi,JP-23
2021-02-23,827,24262,0,Aichi,JP-23
2021-02-24,734,24448,0,Aichi,JP-23
2021-02-25,734,24448,0,Aichi,JP-23
2021-02-26,698,24524,0,Aichi,JP-23
2021-02-27,659,24601,0,Aichi,JP-23
2021-02-28,657,24655,0,Aichi,JP-23
2021-03-01,653,24690,0,Aichi,JP-23
2021-03-02,621,24749,0,Aichi,JP-23
2021-03-03,609,24790,0,Aichi,JP-23
2021-03-04,575,24874,0,Aichi,JP-23
2021-03-05,586,24927,0,Aichi,JP-23
2021-03-06,579,24981,0,Aichi,JP-23
2021-03-07,566,25027,0,Aichi,JP-23
2021-03-08,559,25060,0,Aichi,JP-23
2021-03-09,523,25101,0,Aichi,JP-23
2021-03-10,515,25147,0,Aichi,JP-23
2021-03-11,496,25207,0,Aichi,JP-23
2021-03-12,513,25253,0,Aichi,JP-23
2021-03-13,516,25299,0,Aichi,JP-23
2021-03-14,534,25334,0,Aichi,JP-23
2021-03-15,523,25369,0,Aichi,JP-23
2021-03-16,489,25414,0,Aichi,JP-23
2021-03-17,490,25441,0,Aichi,JP-23
2021-03-18,485,25493,0,Aichi,JP-23
2021-03-19,481,25533,0,Aichi,JP-23
2021-03-20,477,25580,0,Aichi,JP-23
2021-03-21,486,25625,0,Aichi,JP-23
2021-03-22,480,25665,0,Aichi,JP-23
2021-03-23,494,25681,0,Aichi,JP-23
2021-03-24,491,25746,0,Aichi,JP-23
2021-03-25,499,25812,0,Aichi,JP-23
2021-03-26,541,25847,0,Aichi,JP-23
2021-03-27,567,25885,0,Aichi,JP-23
2021-03-28,589,25919,0,Aichi,JP-23
2021-03-29,638,25956,0,Aichi,JP-23
2021-03-30,646,25985,0,Aichi,JP-23
2021-03-31,650,26034,0,Aichi,JP-23
2021-04-01,718,26062,0,Aichi,JP-23
2021-04-02,732,26130,0,Aichi,JP-23
2021-04-03,839,26164,0,Aichi,JP-23
2021-04-04,887,26232,0,Aichi,JP-23
2021-04-05,952,26281,0,Aichi,JP-23
2021-04-06,933,26342,0,Aichi,JP-23
2021-04-07,999,26387,0,Aichi,JP-23
2021-04-08,1110,26462,0,Aichi,JP-23
2021-04-09,1185,26530,0,Aichi,JP-23
2021-04-10,1286,26598,0,Aichi,JP-23
2021-04-11,1388,26691,0,Aichi,JP-23
2021-04-12,1401,26805,0,Aichi,JP-23
2021-04-13,1461,26867,0,Aichi,JP-23
2021-04-14,1538,26957,0,Aichi,JP-23
2021-04-15,1676,27034,0,Aichi,JP-23
2021-04-16,1783,27142,0,Aichi,JP-23
2021-04-17,1877,27272,0,Aichi,JP-23
2021-04-18,2014,27361,0,Aichi,JP-23
2021-04-19,2112,27470,0,Aichi,JP-23
2021-04-20,2145,27560,0,Aichi,JP-23
2021-04-21,2185,27708,0,Aichi,JP-23
2021-04-22,2402,27801,0,Aichi,JP-23
2021-04-23,2485,28011,0,Aichi,JP-23
2021-04-24,2596,28180,0,Aichi,JP-23
2021-04-25,2773,28340,0,Aichi,JP-23
2021-04-26,2823,28515,0,Aichi,JP-23
2021-04-27,2742,28757,0,Aichi,JP-23
2021-04-28,2879,28896,0,Aichi,JP-23
2021-04-29,2989,29105,0,Aichi,JP-23
2021-04-30,3067,29456,0,Aichi,JP-23
2021-05-01,3100,29708,0,Aichi,JP-23
2021-05-02,3251,29951,0,Aichi,JP-23
2021-05-03,3390,30160,0,Aichi,JP-23
2021-05-04,3468,30381,0,Aichi,JP-23
2021-05-05,3540,30526,0,Aichi,JP-23
2021-05-06,3653,30634,0,Aichi,JP-23
2021-05-07,3585,30989,0,Aichi,JP-23
2021-05-08,3693,31321,0,Aichi,JP-23
2021-05-09,3983,31602,0,Aichi,JP-23
2021-05-10,4192,31861,0,Aichi,JP-23
2021-05-11,4334,32140,0,Aichi,JP-23
2021-05-12,4585,32465,0,Aichi,JP-23
2021-05-13,4988,32737,0,Aichi,JP-23
2021-05-14,5233,33114,0,Aichi,JP-23
2021-05-15,5425,33515,0,Aichi,JP-23
2021-05-16,5568,33963,0,Aichi,JP-23
2021-05-17,5758,34291,0,Aichi,JP-23
2021-05-18,5766,34636,0,Aichi,JP-23
2021-05-19,5845,35091,0,Aichi,JP-23
2021-05-20,6135,35460,0,Aichi,JP-23
2021-05-21,6179,36044,0,Aichi,JP-23
2021-05-22,6307,36490,0,Aichi,JP-23
2021-05-23,6486,36897,0,Aichi,JP-23
2021-05-24,6391,37416,0,Aichi,JP-23
2021-05-25,6236,37847,0,Aichi,JP-23
2021-05-26,6066,38424,0,Aichi,JP-23
2021-05-27,5999,38922,0,Aichi,JP-23
2021-05-28,5792,39507,0,Aichi,JP-23
2021-05-29,5646,40022,0,Aichi,JP-23
2021-05-30,5369,40640,0,Aichi,JP-23
2021-05-31,5208,41097,0,Aichi,JP-23
2021-06-01,4856,41586,0,Aichi,JP-23
2021-06-02,4735,42000,0,Aichi,JP-23
2021-06-03,4439,42569,0,Aichi,JP-23
2021-06-04,4295,42992,0,Aichi,JP-23
2021-06-05,4146,43399,0,Aichi,JP-23
2021-06-06,4007,43749,0,Aichi,JP-23
2021-06-07,3799,44122,0,Aichi,JP-23
2021-06-08,3603,44406,0,Aichi,JP-23
2021-06-09,3343,44828,0,Aichi,JP-23
2021-06-10,3279,45130,0,Aichi,JP-23
2021-06-11,3157,45413,0,Aichi,JP-23
2021-06-12,3002,45710,0,Aichi,JP-23
2021-06-13,2842,45986,0,Aichi,JP-23
2021-06-14,2618,46309,0,Aichi,JP-23
2021-06-15,2426,46542,0,Aichi,JP-23
2021-06-16,2288,46772,0,Aichi,JP-23
2021-06-17,2162,46998,0,Aichi,JP-23
2021-06-18,1987,47265,0,Aichi,JP-23
2021-06-19,1894,47456,0,Aichi,JP-23
2021-06-20,1741,47691,0,Aichi,JP-23
2021-06-21,1677,47834,0,Aichi,JP-23
2021-06-22,1519,48021,0,Aichi,JP-23
2021-06-23,1474,48158,0,Aichi,JP-23
2021-06-24,1399,48305,0,Aichi,JP-23
2021-06-25,1344,48457,0,Aichi,JP-23
2021-06-26,1206,48659,0,Aichi,JP-23
2021-06-27,1096,48810,0,Aichi,JP-23
2021-06-28,1058,48889,0,Aichi,JP-23
2021-06-29,978,48984,0,Aichi,JP-23
2021-06-30,911,49099,0,Aichi,JP-23
2021-07-01,872,49190,0,Aichi,JP-23
2021-07-02,805,49304,0,Aichi,JP-23
2021-07-03,669,49476,0,Aichi,JP-23
2021-07-04,634,49556,0,Aichi,JP-23
2021-07-05,647,49606,0,Aichi,JP-23
2021-07-06,615,49656,0,Aichi,JP-23
2021-07-07,578,49741,0,Aichi,JP-23
2021-07-08,600,49802,0,Aichi,JP-23
2021-07-09,600,49850,0,Aichi,JP-23
2021-07-10,601,49913,0,Aichi,JP-23
2021-07-11,622,49955,0,Aichi,JP-23
2021-07-12,650,49990,0,Aichi,JP-23
2021-07-13,657,50024,0,Aichi,JP-23
2021-07-14,676,50072,0,Aichi,JP-23
2021-07-15,679,50136,0,Aichi,JP-23
2021-07-16,694,50192,0,Aichi,JP-23
2021-07-17,707,50244,0,Aichi,JP-23
2021-07-18,721,50303,0,Aichi,JP-23
2021-07-19,772,50345,0,Aichi,JP-23
2021-07-20,743,50409,0,Aichi,JP-23
2021-07-21,773,50471,0,Aichi,JP-23
2021-07-22,820,50528,0,Aichi,JP-23
2021-07-23,898,50593,0,Aichi,JP-23
2021-07-24,898,50661,0,Aichi,JP-23
2021-07-25,924,50703,0,Aichi,JP-23
2021-07-26,977,50758,0,Aichi,JP-23
2021-07-27,999,50804,0,Aichi,JP-23
2021-07-28,1103,50872,0,Aichi,JP-23
2021-07-29,1267,50970,0,Aichi,JP-23
2021-07-30,1436,51049,0,Aichi,JP-23
2021-07-31,1569,51143,0,Aichi,JP-23
2021-08-01,1769,51229,0,Aichi,JP-23
2021-08-02,1892,51337,0,Aichi,JP-23
2021-08-03,1938,51437,0,Aichi,JP-23
2021-08-04,2074,51557,0,Aichi,JP-23
2021-08-05,2303,51699,0,Aichi,JP-23
2021-08-06,2531,51835,0,Aichi,JP-23
2021-08-07,2693,52056,0,Aichi,JP-23
2021-08-08,2981,52224,0,Aichi,JP-23
2021-08-09,3201,52379,0,Aichi,JP-23
2021-08-10,3298,52537,0,Aichi,JP-23
2021-08-11,3372,52722,0,Aichi,JP-23
2021-08-12,3608,52998,0,Aichi,JP-23
2021-08-13,4057,53251,0,Aichi,JP-23
2021-08-14,4392,53553,0,Aichi,JP-23
2021-08-15,4831,53811,0,Aichi,JP-23
2021-08-16,5164,54085,0,Aichi,JP-23
2021-08-17,5468,54348,0,Aichi,JP-23
2021-08-18,6059,54721,0,Aichi,JP-23
2021-08-19,7000,54999,0,Aichi,JP-23
2021-08-20,7871,55349,0,Aichi,JP-23
2021-08-21,8836,55719,0,Aichi,JP-23
2021-08-22,9884,56107,0,Aichi,JP-23
2021-08-23,10611,56577,0,Aichi,JP-23
2021-08-24,11081,57160,0,Aichi,JP-23
2021-08-25,12089,57765,0,Aichi,JP-23
2021-08-26,13356,58308,0,Aichi,JP-23
2021-08-27,14965,58836,0,Aichi,JP-23
2021-08-28,16665,59475,0,Aichi,JP-23
2021-08-29,17765,60260,0,Aichi,JP-23
2021-08-30,18145,61262,0,Aichi,JP-23
2021-08-31,18666,62242,0,Aichi,JP-23
2021-09-01,19151,63356,0,Aichi,JP-23
2021-09-02,19901,64473,0,Aichi,JP-23
2021-09-03,20573,65512,0,Aichi,JP-23
2021-09-04,21243,66556,0,Aichi,JP-23
2021-09-05,21811,67756,0,Aichi,JP-23
2021-09-06,22026,68911,0,Aichi,JP-23
2021-09-07,21973,70149,0,Aichi,JP-23
2021-09-08,22083,71252,0,Aichi,JP-23
2021-09-09,21039,73582,0,Aichi,JP-23
2021-09-10,20550,75233,0,Aichi,JP-23
2021-09-11,19972,76832,0,Aichi,JP-23
2021-09-12,18360,79405,0,Aichi,JP-23
2021-09-13,16844,81769,0,Aichi,JP-23
2021-09-14,15629,83530,0,Aichi,JP-23
2021-09-15,14002,85722,0,Aichi,JP-23
2021-09-16,12765,87630,0,Aichi,JP-23
2021-09-17,11803,89182,0,Aichi,JP-23
2021-09-18,11212,90347,0,Aichi,JP-23
2021-09-19,10139,91785,0,Aichi,JP-23
2021-09-20,9220,92977,0,Aichi,JP-23
2021-09-21,7342,95033,0,Aichi,JP-23
2021-09-22,6463,96061,0,Aichi,JP-23
2021-09-23,5744,97044,0,Aichi,JP-23
2021-09-24,5171,97971,0,Aichi,JP-23
2021-09-25,4854,98455,0,Aichi,JP-23
2021-09-26,4452,99065,0,Aichi,JP-23
2021-09-27,4037,99645,0,Aichi,JP-23
2021-09-28,3631,100123,0,Aichi,JP-23
2021-09-29,2870,101018,0,Aichi,JP-23
2021-09-30,2664,101373,0,Aichi,JP-23
2021-10-01,2510,101655,0,Aichi,JP-23
2021-10-02,1996,102254,0,Aichi,JP-23
2021-10-03,1377,102958,0,Aichi,JP-23
2021-10-04,1329,103076,0,Aichi,JP-23
2021-10-05,1163,103263,0,Aichi,JP-23
2021-10-06,1080,103404,0,Aichi,JP-23
2021-10-07,1003,103557,0,Aichi,JP-23
2021-10-08,882,103733,0,Aichi,JP-23
2021-10-09,752,103905,0,Aichi,JP-23
2021-10-10,661,104037,0,Aichi,JP-23
2021-10-11,624,104108,0,Aichi,JP-23
2021-10-12,546,104199,0,Aichi,JP-23
2021-10-13,479,104296,0,Aichi,JP-23
2021-10-14,447,104365,0,Aichi,JP-23
2021-10-15,431,104415,0,Aichi,JP-23
2021-10-16,401,104477,0,Aichi,JP-23
2021-10-17,398,104509,0,Aichi,JP-23
2021-10-18,364,104569,0,Aichi,JP-23
2021-10-19,340,104603,0,Aichi,JP-23
2021-10-20,298,104658,0,Aichi,JP-23
2021-10-21,297,104685,0,Aichi,JP-23
2021-10-22,290,104714,0,Aichi,JP-23
2021-10-23,273,104764,0,Aichi,JP-23
2021-10-24,270,104788,0,Aichi,JP-23
2021-10-25,268,104806,0,Aichi,JP-23
2021-10-26,260,104821,0,Aichi,JP-23
2021-10-27,246,104868,0,Aichi,JP-23
2021-10-28,220,104914,0,Aichi,JP-23
2021-10-29,197,104956,0,Aichi,JP-23
2021-10-30,176,104998,0,Aichi,JP-23
2021-10-31,174,105016,0,Aichi,JP-23
2021-11-01,161,105040,0,Aichi,JP-23
2021-11-02,154,105051,0,Aichi,JP-23
2021-11-03,135,105080,0,Aichi,JP-23
2021-11-04,135,105102,0,Aichi,JP-23
2021-11-05,117,105121,0,Aichi,JP-23
2021-11-06,111,105142,0,Aichi,JP-23
2021-11-07,109,105152,0,Aichi,JP-23
2021-11-08,114,105163,0,Aichi,JP-23
2021-11-09,102,105179,0,Aichi,JP-23
2021-11-10,94,105192,0,Aichi,JP-23
2021-11-11,84,105209,0,Aichi,JP-23
2021-11-12,84,105217,0,Aichi,JP-23
2021-11-13,90,105228,0,Aichi,JP-23
2021-11-14,92,105234,0,Aichi,JP-23
2021-11-15,97,105240,0,Aichi,JP-23
2021-11-16,80,105258,0,Aichi,JP-23
2021-11-17,75,105270,0,Aichi,JP-23
2021-11-18,79,105278,0,Aichi,JP-23
2021-11-19,72,105292,0,Aichi,JP-23
2021-11-20,63,105308,0,Aichi,JP-23
2021-11-21,64,105311,0,Aichi,JP-23
2021-11-22,63,105314,0,Aichi,JP-23
2021-11-23,58,105324,0,Aichi,JP-23
2021-11-24,66,105325,0,Aichi,JP-23
2021-11-25,63,105333,0,Aichi,JP-23
2021-11-26,56,105345,0,Aichi,JP-23
2021-11-27,54,105351,0,Aichi,JP-23
2021-11-28,59,105352,0,Aichi,JP-23
2021-11-29,53,105361,0,Aichi,JP-23
2021-11-30,52,105368,0,Aichi,JP-23
2021-12-01,55,105375,0,Aichi,JP-23
2021-12-02,51,105386,0,Aichi,JP-23
2021-12-03,49,105392,0,Aichi,JP-23
2021-12-04,46,105400,0,Aichi,JP-23
2021-12-05,50,105401,0,Aichi,JP-23
2021-12-06,49,105405,0,Aichi,JP-23
2021-12-07,44,105411,0,Aichi,JP-23
2021-12-08,42,105423,0,Aichi,JP-23
2021-12-09,43,105429,0,Aichi,JP-23
2021-12-10,49,105432,0,Aichi,JP-23
2021-12-11,54,105438,0,Aichi,JP-23
2021-12-12,52,105445,0,Aichi,JP-23
2021-12-13,55,105450,0,Aichi,JP-23
2021-12-14,53,105454,0,Aichi,JP-23
2021-12-15,56,105460,0,Aichi,JP-23
2021-12-16,54,105466,0,Aichi,JP-23
2021-12-17,49,105474,0,Aichi,JP-23
2021-12-18,50,105478,0,Aichi,JP-23
2021-12-19,49,105486,0,Aichi,JP-23
2021-12-20,48,105487,0,Aichi,JP-23
2021-12-21,44,105494,0,Aichi,JP-23
2021-12-22,45,105502,0,Aichi,JP-23
2021-12-23,40,105509,0,Aichi,JP-23
2021-12-24,36,105517,0,Aichi,JP-23
2021-12-25,36,105522,0,Aichi,JP-23
2021-12-26,32,105530,0,Aichi,JP-23
2021-12-27,37,105530,0,Aichi,JP-23
2021-12-28,34,105535,0,Aichi,JP-23
2021-12-29,41,105539,0,Aichi,JP-23
2021-12-30,56,105540,0,Aichi,JP-23
2021-12-31,69,105543,0,Aichi,JP-23
2022-01-01,85,105545,0,Aichi,JP-23
2022-01-02,95,105548,0,Aichi,JP-23
2022-01-03,115,105549,0,Aichi,JP-23
2022-01-04,128,105551,0,Aichi,JP-23
2022-01-05,157,105556,0,Aichi,JP-23
2022-01-06,223,105561,0,Aichi,JP-23
2022-01-07,373,105564,0,Aichi,JP-23
2022-01-08,553,105573,0,Aichi,JP-23
2022-01-09,932,105586,0,Aichi,JP-23
2022-01-10,1284,105587,0,Aichi,JP-23
2022-01-11,1513,105596,0,Aichi,JP-23
2022-01-12,1705,105636,0,Aichi,JP-23
2022-01-13,2383,105663,0,Aichi,JP-23
2022-01-14,3315,105742,0,Aichi,JP-23
2022-01-15,4473,105870,0,Aichi,JP-23
2022-01-16,5765,106026,0,Aichi,JP-23
2022-01-17,6687,106228,0,Aichi,JP-23
2022-01-18,7478,106563,0,Aichi,JP-23
2022-01-19,9222,106922,0,Aichi,JP-23
2022-01-20,11674,107300,0,Aichi,JP-23
2022-01-21,13985,108013,0,Aichi,JP-23
2022-01-22,16378,108763,0,Aichi,JP-23
2022-01-23,18930,109594,0,Aichi,JP-23
2022-01-24,21052,110467,0,Aichi,JP-23
2022-01-25,22570,111396,0,Aichi,JP-23
2022-01-26,25279,112738,0,Aichi,JP-23
2022-01-27,28552,114073,0,Aichi,JP-23
2022-01-28,31127,116584,0,Aichi,JP-23
2022-01-29,33314,119591,0,Aichi,JP-23
2022-01-30,35585,122886,0,Aichi,JP-23
2022-01-31,36619,126229,0,Aichi,JP-23
2022-02-01,35887,130897,0,Aichi,JP-23
2022-02-02,38245,134225,0,Aichi,JP-23
2022-02-03,40907,137681,0,Aichi,JP-23
2022-02-04,41602,142760,0,Aichi,JP-23
2022-02-05,43079,147417,0,Aichi,JP-23
2022-02-06,44722,152145,0,Aichi,JP-23
2022-02-07,44771,156766,0,Aichi,JP-23
2022-02-08,44318,161319,0,Aichi,JP-23
2022-02-09,45933,165550,0,Aichi,JP-23
2022-02-10,48347,169409,0,Aichi,JP-23
2022-02-11,46070,177795,0,Aichi,JP-23
2022-02-12,45158,185333,0,Aichi,JP-23
