date,pref_no,Prefecture,Area,cases,Prefecture_code
2022-02-12,20,Nagano,中部地方,341,JP-20
2022-02-13,20,Nagano,中部地方,490,JP-20
2022-02-14,20,Nagano,中部地方,263,JP-20
2022-02-15,20,Nagano,中部地方,653,JP-20
2022-02-16,20,Nagano,中部地方,610,JP-20
2022-02-17,20,Nagano,中部地方,521,JP-20
2022-02-18,20,Nagano,中部地方,534,JP-20
2022-02-19,20,Nagano,中部地方,457,JP-20
2022-02-20,20,Nagano,中部地方,358,JP-20
2022-02-21,20,Nagano,中部地方,232,JP-20
2022-02-22,20,Nagano,中部地方,495,JP-20
2022-02-23,20,Nagano,中部地方,450,JP-20
2022-02-24,20,Nagano,中部地方,266,JP-20
2022-02-25,20,Nagano,中部地方,433,JP-20
2022-02-26,20,Nagano,中部地方,333,JP-20
2022-02-27,20,Nagano,中部地方,314,JP-20
2022-02-28,20,Nagano,中部地方,217,JP-20
2022-03-01,20,Nagano,中部地方,378,JP-20
2022-03-02,20,Nagano,中部地方,429,JP-20
2022-03-03,20,Nagano,中部地方,385,JP-20
2022-03-04,20,Nagano,中部地方,351,JP-20
2022-03-05,20,Nagano,中部地方,377,JP-20
2022-03-06,20,Nagano,中部地方,333,JP-20
2022-03-07,20,Nagano,中部地方,214,JP-20
2022-03-08,20,Nagano,中部地方,384,JP-20
2022-03-09,20,Nagano,中部地方,466,JP-20
2022-03-10,20,Nagano,中部地方,421,JP-20
2022-03-11,20,Nagano,中部地方,402,JP-20
2022-03-12,20,Nagano,中部地方,351,JP-20
2022-03-13,20,Nagano,中部地方,314,JP-20
2022-03-14,20,Nagano,中部地方,270,JP-20
2022-03-15,20,Nagano,中部地方,500,JP-20
2022-03-16,20,Nagano,中部地方,549,JP-20
2022-03-17,20,Nagano,中部地方,540,JP-20
2022-03-18,20,Nagano,中部地方,521,JP-20
2022-03-19,20,Nagano,中部地方,446,JP-20
2022-03-20,20,Nagano,中部地方,437,JP-20
2022-03-21,20,Nagano,中部地方,303,JP-20
2022-03-22,20,Nagano,中部地方,282,JP-20
2022-03-23,20,Nagano,中部地方,679,JP-20
2022-03-24,20,Nagano,中部地方,459,JP-20
2022-03-25,20,Nagano,中部地方,502,JP-20
2022-03-26,20,Nagano,中部地方,470,JP-20
2022-03-27,20,Nagano,中部地方,343,JP-20
2022-03-28,20,Nagano,中部地方,300,JP-20
2022-03-29,20,Nagano,中部地方,579,JP-20
2022-03-30,20,Nagano,中部地方,574,JP-20
2022-03-31,20,Nagano,中部地方,597,JP-20
2022-04-01,20,Nagano,中部地方,642,JP-20
2022-04-02,20,Nagano,中部地方,548,JP-20
2022-04-03,20,Nagano,中部地方,483,JP-20
2022-04-04,20,Nagano,中部地方,349,JP-20
2022-04-05,20,Nagano,中部地方,751,JP-20
2022-04-06,20,Nagano,中部地方,715,JP-20
2022-04-07,20,Nagano,中部地方,715,JP-20
2022-04-08,20,Nagano,中部地方,848,JP-20
2022-04-09,20,Nagano,中部地方,746,JP-20
2022-04-10,20,Nagano,中部地方,590,JP-20
2022-04-11,20,Nagano,中部地方,340,JP-20
2022-04-12,20,Nagano,中部地方,939,JP-20
2022-04-13,20,Nagano,中部地方,921,JP-20
2022-04-14,20,Nagano,中部地方,809,JP-20
2022-04-15,20,Nagano,中部地方,761,JP-20
2022-04-16,20,Nagano,中部地方,669,JP-20
2022-04-17,20,Nagano,中部地方,565,JP-20
2022-04-18,20,Nagano,中部地方,254,JP-20
2022-04-19,20,Nagano,中部地方,839,JP-20
2022-04-20,20,Nagano,中部地方,710,JP-20
2022-04-21,20,Nagano,中部地方,637,JP-20
2022-04-22,20,Nagano,中部地方,541,JP-20
2022-04-23,20,Nagano,中部地方,555,JP-20
2022-04-24,20,Nagano,中部地方,514,JP-20
2022-04-25,20,Nagano,中部地方,224,JP-20
2022-04-26,20,Nagano,中部地方,628,JP-20
2022-04-27,20,Nagano,中部地方,552,JP-20
2022-04-28,20,Nagano,中部地方,487,JP-20
2022-04-29,20,Nagano,中部地方,372,JP-20
2022-04-30,20,Nagano,中部地方,215,JP-20
2022-05-01,20,Nagano,中部地方,292,JP-20
2022-05-02,20,Nagano,中部地方,293,JP-20
2022-05-03,20,Nagano,中部地方,454,JP-20
2022-05-04,20,Nagano,中部地方,287,JP-20
2022-05-05,20,Nagano,中部地方,195,JP-20
2022-05-06,20,Nagano,中部地方,239,JP-20
2022-05-07,20,Nagano,中部地方,645,JP-20
2022-05-08,20,Nagano,中部地方,419,JP-20
2022-05-09,20,Nagano,中部地方,210,JP-20
2022-05-10,20,Nagano,中部地方,525,JP-20
2022-05-11,20,Nagano,中部地方,450,JP-20
2022-05-12,20,Nagano,中部地方,411,JP-20
2022-05-13,20,Nagano,中部地方,347,JP-20
2022-05-14,20,Nagano,中部地方,429,JP-20
2022-05-15,20,Nagano,中部地方,459,JP-20
2022-05-16,20,Nagano,中部地方,242,JP-20
2022-05-17,20,Nagano,中部地方,542,JP-20
2022-05-18,20,Nagano,中部地方,524,JP-20
2022-05-19,20,Nagano,中部地方,430,JP-20
2022-05-20,20,Nagano,中部地方,450,JP-20
2022-05-21,20,Nagano,中部地方,427,JP-20
2022-05-22,20,Nagano,中部地方,361,JP-20
2022-05-23,20,Nagano,中部地方,189,JP-20
2022-05-24,20,Nagano,中部地方,531,JP-20
2022-05-25,20,Nagano,中部地方,447,JP-20
2022-05-26,20,Nagano,中部地方,334,JP-20
2022-05-27,20,Nagano,中部地方,283,JP-20
2022-05-28,20,Nagano,中部地方,320,JP-20
2022-05-29,20,Nagano,中部地方,220,JP-20
2022-05-30,20,Nagano,中部地方,94,JP-20
2022-05-31,20,Nagano,中部地方,321,JP-20
2022-06-01,20,Nagano,中部地方,246,JP-20
2022-06-02,20,Nagano,中部地方,217,JP-20
2022-06-03,20,Nagano,中部地方,195,JP-20
2022-06-04,20,Nagano,中部地方,152,JP-20
2022-06-05,20,Nagano,中部地方,137,JP-20
2022-06-06,20,Nagano,中部地方,95,JP-20
2022-06-07,20,Nagano,中部地方,226,JP-20
2022-06-08,20,Nagano,中部地方,177,JP-20
2022-06-09,20,Nagano,中部地方,189,JP-20
2022-06-10,20,Nagano,中部地方,138,JP-20
2022-06-11,20,Nagano,中部地方,230,JP-20
2022-06-12,20,Nagano,中部地方,110,JP-20
2022-06-13,20,Nagano,中部地方,80,JP-20
2022-06-14,20,Nagano,中部地方,198,JP-20
2022-06-15,20,Nagano,中部地方,177,JP-20
2022-06-16,20,Nagano,中部地方,137,JP-20
2022-06-17,20,Nagano,中部地方,141,JP-20
2022-06-18,20,Nagano,中部地方,157,JP-20
2022-06-19,20,Nagano,中部地方,91,JP-20
2022-06-20,20,Nagano,中部地方,59,JP-20
2022-06-21,20,Nagano,中部地方,147,JP-20
2022-06-22,20,Nagano,中部地方,112,JP-20
2022-06-23,20,Nagano,中部地方,123,JP-20
2022-06-24,20,Nagano,中部地方,114,JP-20
2022-06-25,20,Nagano,中部地方,129,JP-20
2022-06-26,20,Nagano,中部地方,84,JP-20
2022-06-27,20,Nagano,中部地方,37,JP-20
2022-06-28,20,Nagano,中部地方,124,JP-20
2022-06-29,20,Nagano,中部地方,122,JP-20
2022-06-30,20,Nagano,中部地方,131,JP-20
2022-07-01,20,Nagano,中部地方,104,JP-20
2022-07-02,20,Nagano,中部地方,137,JP-20
2022-07-03,20,Nagano,中部地方,134,JP-20
2022-07-04,20,Nagano,中部地方,94,JP-20
2022-07-05,20,Nagano,中部地方,267,JP-20
2022-07-06,20,Nagano,中部地方,303,JP-20
2022-07-07,20,Nagano,中部地方,327,JP-20
2022-07-08,20,Nagano,中部地方,317,JP-20
2022-07-09,20,Nagano,中部地方,414,JP-20
2022-07-10,20,Nagano,中部地方,365,JP-20
2022-07-11,20,Nagano,中部地方,253,JP-20
2022-07-12,20,Nagano,中部地方,657,JP-20
2022-07-13,20,Nagano,中部地方,699,JP-20
2022-07-14,20,Nagano,中部地方,699,JP-20
2022-07-15,20,Nagano,中部地方,732,JP-20
2022-07-16,20,Nagano,中部地方,815,JP-20
2022-07-17,20,Nagano,中部地方,729,JP-20
2022-07-18,20,Nagano,中部地方,519,JP-20
2022-07-19,20,Nagano,中部地方,483,JP-20
2022-07-20,20,Nagano,中部地方,1594,JP-20
2022-07-21,20,Nagano,中部地方,1591,JP-20
2022-07-22,20,Nagano,中部地方,1545,JP-20
2022-07-23,20,Nagano,中部地方,1626,JP-20
2022-07-24,20,Nagano,中部地方,1500,JP-20
2022-07-25,20,Nagano,中部地方,738,JP-20
2022-07-26,20,Nagano,中部地方,1821,JP-20
2022-07-27,20,Nagano,中部地方,2155,JP-20
2022-07-28,20,Nagano,中部地方,2150,JP-20
2022-07-29,20,Nagano,中部地方,1740,JP-20
2022-07-30,20,Nagano,中部地方,1875,JP-20
2022-07-31,20,Nagano,中部地方,1670,JP-20
2022-08-01,20,Nagano,中部地方,753,JP-20
2022-08-02,20,Nagano,中部地方,2205,JP-20
2022-08-03,20,Nagano,中部地方,2350,JP-20
2022-08-04,20,Nagano,中部地方,2296,JP-20
2022-08-05,20,Nagano,中部地方,1966,JP-20
2022-08-06,20,Nagano,中部地方,2130,JP-20
2022-08-07,20,Nagano,中部地方,1819,JP-20
2022-08-08,20,Nagano,中部地方,962,JP-20
2022-08-09,20,Nagano,中部地方,2695,JP-20
2022-08-10,20,Nagano,中部地方,2387,JP-20
2022-08-11,20,Nagano,中部地方,2546,JP-20
2022-08-12,20,Nagano,中部地方,1461,JP-20
2022-08-13,20,Nagano,中部地方,2326,JP-20
2022-08-14,20,Nagano,中部地方,1904,JP-20
2022-08-15,20,Nagano,中部地方,1216,JP-20
2022-08-16,20,Nagano,中部地方,1780,JP-20
2022-08-17,20,Nagano,中部地方,2271,JP-20
2022-08-18,20,Nagano,中部地方,3599,JP-20
2022-08-19,20,Nagano,中部地方,3649,JP-20
2022-08-20,20,Nagano,中部地方,3334,JP-20
2022-08-21,20,Nagano,中部地方,2590,JP-20
2022-08-22,20,Nagano,中部地方,1210,JP-20
2022-08-23,20,Nagano,中部地方,2950,JP-20
2022-08-24,20,Nagano,中部地方,3169,JP-20
2022-08-25,20,Nagano,中部地方,2685,JP-20
2022-08-26,20,Nagano,中部地方,2132,JP-20
2022-08-27,20,Nagano,中部地方,2165,JP-20
2022-08-28,20,Nagano,中部地方,2001,JP-20
2022-08-29,20,Nagano,中部地方,844,JP-20
2022-08-30,20,Nagano,中部地方,2445,JP-20
2022-08-31,20,Nagano,中部地方,2447,JP-20
2022-09-01,20,Nagano,中部地方,2147,JP-20
2022-09-02,20,Nagano,中部地方,1735,JP-20
2022-09-03,20,Nagano,中部地方,1668,JP-20
2022-09-04,20,Nagano,中部地方,1488,JP-20
2022-09-05,20,Nagano,中部地方,605,JP-20
2022-09-06,20,Nagano,中部地方,1988,JP-20
2022-09-07,20,Nagano,中部地方,2033,JP-20
2022-09-08,20,Nagano,中部地方,1583,JP-20
2022-09-09,20,Nagano,中部地方,1356,JP-20
2022-09-10,20,Nagano,中部地方,1276,JP-20
2022-09-11,20,Nagano,中部地方,1075,JP-20
2022-09-12,20,Nagano,中部地方,517,JP-20
2022-09-13,20,Nagano,中部地方,1492,JP-20
2022-09-14,20,Nagano,中部地方,1479,JP-20
2022-09-15,20,Nagano,中部地方,1195,JP-20
2022-09-16,20,Nagano,中部地方,1060,JP-20
2022-09-17,20,Nagano,中部地方,1013,JP-20
2022-09-18,20,Nagano,中部地方,926,JP-20
2022-09-19,20,Nagano,中部地方,418,JP-20
2022-09-20,20,Nagano,中部地方,548,JP-20
2022-09-21,20,Nagano,中部地方,1204,JP-20
2022-09-22,20,Nagano,中部地方,1120,JP-20
2022-09-23,20,Nagano,中部地方,852,JP-20
2022-09-24,20,Nagano,中部地方,481,JP-20
2022-09-25,20,Nagano,中部地方,891,JP-20
2022-09-26,20,Nagano,中部地方,579,JP-20
2022-09-27,20,Nagano,中部地方,646,JP-20
2022-09-28,20,Nagano,中部地方,1107,JP-20
2022-09-29,20,Nagano,中部地方,930,JP-20
2022-09-30,20,Nagano,中部地方,764,JP-20
2022-10-01,20,Nagano,中部地方,626,JP-20
2022-10-02,20,Nagano,中部地方,741,JP-20
2022-10-03,20,Nagano,中部地方,351,JP-20
2022-10-04,20,Nagano,中部地方,629,JP-20
2022-10-05,20,Nagano,中部地方,1141,JP-20
2022-10-06,20,Nagano,中部地方,755,JP-20
2022-10-07,20,Nagano,中部地方,736,JP-20
2022-10-08,20,Nagano,中部地方,716,JP-20
2022-10-09,20,Nagano,中部地方,630,JP-20
2022-10-10,20,Nagano,中部地方,351,JP-20
2022-10-11,20,Nagano,中部地方,358,JP-20
2022-10-12,20,Nagano,中部地方,982,JP-20
2022-10-13,20,Nagano,中部地方,1378,JP-20
2022-10-14,20,Nagano,中部地方,934,JP-20
2022-10-15,20,Nagano,中部地方,841,JP-20
2022-10-16,20,Nagano,中部地方,927,JP-20
2022-10-17,20,Nagano,中部地方,419,JP-20
2022-10-18,20,Nagano,中部地方,884,JP-20
2022-10-19,20,Nagano,中部地方,1286,JP-20
2022-10-20,20,Nagano,中部地方,988,JP-20
2022-10-21,20,Nagano,中部地方,854,JP-20
2022-10-22,20,Nagano,中部地方,753,JP-20
2022-10-23,20,Nagano,中部地方,948,JP-20
2022-10-24,20,Nagano,中部地方,452,JP-20
2022-10-25,20,Nagano,中部地方,894,JP-20
2022-10-26,20,Nagano,中部地方,1581,JP-20
2022-10-27,20,Nagano,中部地方,1294,JP-20
2022-10-28,20,Nagano,中部地方,1176,JP-20
2022-10-29,20,Nagano,中部地方,1180,JP-20
2022-10-30,20,Nagano,中部地方,1527,JP-20
2022-10-31,20,Nagano,中部地方,768,JP-20
2022-11-01,20,Nagano,中部地方,1533,JP-20
2022-11-02,20,Nagano,中部地方,2641,JP-20
2022-11-03,20,Nagano,中部地方,2253,JP-20
2022-11-04,20,Nagano,中部地方,1654,JP-20
2022-11-05,20,Nagano,中部地方,1666,JP-20
2022-11-06,20,Nagano,中部地方,2889,JP-20
2022-11-07,20,Nagano,中部地方,1005,JP-20
2022-11-08,20,Nagano,中部地方,2001,JP-20
2022-11-09,20,Nagano,中部地方,3341,JP-20
2022-11-10,20,Nagano,中部地方,2686,JP-20
2022-11-11,20,Nagano,中部地方,2326,JP-20
2022-11-12,20,Nagano,中部地方,2277,JP-20
2022-11-13,20,Nagano,中部地方,2698,JP-20
2022-11-14,20,Nagano,中部地方,1176,JP-20
2022-11-15,20,Nagano,中部地方,2477,JP-20
2022-11-16,20,Nagano,中部地方,3821,JP-20
2022-11-17,20,Nagano,中部地方,3108,JP-20
2022-11-18,20,Nagano,中部地方,2670,JP-20
2022-11-19,20,Nagano,中部地方,2190,JP-20
2022-11-20,20,Nagano,中部地方,3040,JP-20
2022-11-21,20,Nagano,中部地方,1275,JP-20
2022-11-22,20,Nagano,中部地方,2558,JP-20
2022-11-23,20,Nagano,中部地方,4328,JP-20
2022-11-24,20,Nagano,中部地方,2555,JP-20
2022-11-25,20,Nagano,中部地方,2544,JP-20
2022-11-26,20,Nagano,中部地方,3578,JP-20
2022-11-27,20,Nagano,中部地方,3280,JP-20
2022-11-28,20,Nagano,中部地方,1295,JP-20
2022-11-29,20,Nagano,中部地方,2229,JP-20
2022-11-30,20,Nagano,中部地方,3818,JP-20
2022-12-01,20,Nagano,中部地方,3037,JP-20
2022-12-02,20,Nagano,中部地方,2684,JP-20
2022-12-03,20,Nagano,中部地方,2472,JP-20
2022-12-04,20,Nagano,中部地方,2226,JP-20
2022-12-05,20,Nagano,中部地方,954,JP-20
2022-12-06,20,Nagano,中部地方,2324,JP-20
2022-12-07,20,Nagano,中部地方,3422,JP-20
2022-12-08,20,Nagano,中部地方,2790,JP-20
2022-12-09,20,Nagano,中部地方,2296,JP-20
2022-12-10,20,Nagano,中部地方,2436,JP-20
2022-12-11,20,Nagano,中部地方,2572,JP-20
2022-12-12,20,Nagano,中部地方,976,JP-20
2022-12-13,20,Nagano,中部地方,2266,JP-20
2022-12-14,20,Nagano,中部地方,3691,JP-20
2022-12-15,20,Nagano,中部地方,2941,JP-20
2022-12-16,20,Nagano,中部地方,2490,JP-20
2022-12-17,20,Nagano,中部地方,2396,JP-20
2022-12-18,20,Nagano,中部地方,2548,JP-20
2022-12-19,20,Nagano,中部地方,1090,JP-20
2022-12-20,20,Nagano,中部地方,2107,JP-20
2022-12-21,20,Nagano,中部地方,3460,JP-20
2022-12-22,20,Nagano,中部地方,2948,JP-20
2022-12-23,20,Nagano,中部地方,2512,JP-20
2022-12-24,20,Nagano,中部地方,2453,JP-20
2022-12-25,20,Nagano,中部地方,2522,JP-20
2022-12-26,20,Nagano,中部地方,1060,JP-20
2022-12-27,20,Nagano,中部地方,1935,JP-20
2022-12-28,20,Nagano,中部地方,3510,JP-20
2022-12-29,20,Nagano,中部地方,2739,JP-20
2022-12-30,20,Nagano,中部地方,2095,JP-20
2022-12-31,20,Nagano,中部地方,1709,JP-20
2023-01-01,20,Nagano,中部地方,1378,JP-20
2023-01-02,20,Nagano,中部地方,1174,JP-20
2023-01-03,20,Nagano,中部地方,1318,JP-20
2023-01-04,20,Nagano,中部地方,1493,JP-20
2023-01-05,20,Nagano,中部地方,3164,JP-20
2023-01-06,20,Nagano,中部地方,3989,JP-20
2023-01-07,20,Nagano,中部地方,3202,JP-20
2023-01-08,20,Nagano,中部地方,3182,JP-20
2023-01-09,20,Nagano,中部地方,1419,JP-20
2023-01-10,20,Nagano,中部地方,1311,JP-20
2023-01-11,20,Nagano,中部地方,2151,JP-20
2023-01-12,20,Nagano,中部地方,3143,JP-20
2023-01-13,20,Nagano,中部地方,2140,JP-20
2023-01-14,20,Nagano,中部地方,1923,JP-20
2023-01-15,20,Nagano,中部地方,1920,JP-20
2023-01-16,20,Nagano,中部地方,799,JP-20
2023-01-17,20,Nagano,中部地方,1589,JP-20
2023-01-18,20,Nagano,中部地方,2557,JP-20
2023-01-19,20,Nagano,中部地方,1798,JP-20
2023-01-20,20,Nagano,中部地方,1477,JP-20
2023-01-21,20,Nagano,中部地方,1353,JP-20
2023-01-22,20,Nagano,中部地方,1403,JP-20
2023-01-23,20,Nagano,中部地方,533,JP-20
2023-01-24,20,Nagano,中部地方,1101,JP-20
2023-01-25,20,Nagano,中部地方,1814,JP-20
2023-01-26,20,Nagano,中部地方,1183,JP-20
2023-01-27,20,Nagano,中部地方,974,JP-20
2023-01-28,20,Nagano,中部地方,975,JP-20
2023-01-29,20,Nagano,中部地方,1054,JP-20
2023-01-30,20,Nagano,中部地方,480,JP-20
2023-01-31,20,Nagano,中部地方,707,JP-20
2023-02-01,20,Nagano,中部地方,1274,JP-20
2023-02-02,20,Nagano,中部地方,988,JP-20
2023-02-03,20,Nagano,中部地方,809,JP-20
2023-02-04,20,Nagano,中部地方,662,JP-20
2023-02-05,20,Nagano,中部地方,788,JP-20
2023-02-06,20,Nagano,中部地方,291,JP-20
2023-02-07,20,Nagano,中部地方,559,JP-20
2023-02-08,20,Nagano,中部地方,1004,JP-20
2023-02-09,20,Nagano,中部地方,699,JP-20
2023-02-10,20,Nagano,中部地方,627,JP-20
2023-02-11,20,Nagano,中部地方,560,JP-20
2023-02-12,20,Nagano,中部地方,324,JP-20
2023-02-13,20,Nagano,中部地方,198,JP-20
2023-02-14,20,Nagano,中部地方,590,JP-20
2023-02-15,20,Nagano,中部地方,716,JP-20
2023-02-16,20,Nagano,中部地方,499,JP-20
2023-02-17,20,Nagano,中部地方,408,JP-20
2023-02-18,20,Nagano,中部地方,390,JP-20
2023-02-19,20,Nagano,中部地方,408,JP-20
2023-02-20,20,Nagano,中部地方,159,JP-20
2023-02-21,20,Nagano,中部地方,367,JP-20
2023-02-22,20,Nagano,中部地方,570,JP-20
2023-02-23,20,Nagano,中部地方,400,JP-20
2023-02-24,20,Nagano,中部地方,210,JP-20
2023-02-25,20,Nagano,中部地方,269,JP-20
2023-02-26,20,Nagano,中部地方,399,JP-20
2023-02-27,20,Nagano,中部地方,132,JP-20
2023-02-28,20,Nagano,中部地方,197,JP-20
2023-03-01,20,Nagano,中部地方,363,JP-20
2023-03-02,20,Nagano,中部地方,309,JP-20
2023-03-03,20,Nagano,中部地方,357,JP-20
2023-03-04,20,Nagano,中部地方,273,JP-20
2023-03-05,20,Nagano,中部地方,303,JP-20
2023-03-06,20,Nagano,中部地方,119,JP-20
2023-03-07,20,Nagano,中部地方,245,JP-20
2023-03-08,20,Nagano,中部地方,411,JP-20
2023-03-09,20,Nagano,中部地方,264,JP-20
2023-03-10,20,Nagano,中部地方,284,JP-20
2023-03-11,20,Nagano,中部地方,212,JP-20
2023-03-12,20,Nagano,中部地方,251,JP-20
2023-03-13,20,Nagano,中部地方,124,JP-20
2023-03-14,20,Nagano,中部地方,170,JP-20
2023-03-15,20,Nagano,中部地方,302,JP-20
2023-03-16,20,Nagano,中部地方,249,JP-20
2023-03-17,20,Nagano,中部地方,223,JP-20
2023-03-18,20,Nagano,中部地方,162,JP-20
2023-03-19,20,Nagano,中部地方,236,JP-20
2023-03-20,20,Nagano,中部地方,96,JP-20
2023-03-21,20,Nagano,中部地方,193,JP-20
2023-03-22,20,Nagano,中部地方,233,JP-20
2023-03-23,20,Nagano,中部地方,211,JP-20
2023-03-24,20,Nagano,中部地方,304,JP-20
2023-03-25,20,Nagano,中部地方,233,JP-20
2023-03-26,20,Nagano,中部地方,248,JP-20
2023-03-27,20,Nagano,中部地方,71,JP-20
2023-03-28,20,Nagano,中部地方,176,JP-20
2023-03-29,20,Nagano,中部地方,291,JP-20
2023-03-30,20,Nagano,中部地方,194,JP-20
2023-03-31,20,Nagano,中部地方,169,JP-20
2023-04-01,20,Nagano,中部地方,177,JP-20
2023-04-02,20,Nagano,中部地方,205,JP-20
2023-04-03,20,Nagano,中部地方,87,JP-20
2023-04-04,20,Nagano,中部地方,166,JP-20
2023-04-05,20,Nagano,中部地方,267,JP-20
2023-04-06,20,Nagano,中部地方,273,JP-20
2023-04-07,20,Nagano,中部地方,200,JP-20
2023-04-08,20,Nagano,中部地方,184,JP-20
2023-04-09,20,Nagano,中部地方,215,JP-20
2023-04-10,20,Nagano,中部地方,65,JP-20
2023-04-11,20,Nagano,中部地方,142,JP-20
2023-04-12,20,Nagano,中部地方,258,JP-20
2023-04-13,20,Nagano,中部地方,210,JP-20
2023-04-14,20,Nagano,中部地方,187,JP-20
2023-04-15,20,Nagano,中部地方,199,JP-20
2023-04-16,20,Nagano,中部地方,213,JP-20
2023-04-17,20,Nagano,中部地方,98,JP-20
2023-04-18,20,Nagano,中部地方,214,JP-20
2023-04-19,20,Nagano,中部地方,345,JP-20
2023-04-20,20,Nagano,中部地方,291,JP-20
2023-04-21,20,Nagano,中部地方,244,JP-20
2023-04-22,20,Nagano,中部地方,277,JP-20
2023-04-23,20,Nagano,中部地方,287,JP-20
2023-04-24,20,Nagano,中部地方,109,JP-20
2023-04-25,20,Nagano,中部地方,195,JP-20
2023-04-26,20,Nagano,中部地方,341,JP-20
2023-04-27,20,Nagano,中部地方,255,JP-20
2023-04-28,20,Nagano,中部地方,245,JP-20
2023-04-29,20,Nagano,中部地方,253,JP-20
2023-04-30,20,Nagano,中部地方,218,JP-20
2023-05-01,20,Nagano,中部地方,119,JP-20
2023-05-02,20,Nagano,中部地方,279,JP-20
2023-05-03,20,Nagano,中部地方,439,JP-20
2023-05-04,20,Nagano,中部地方,243,JP-20
2023-05-05,20,Nagano,中部地方,148,JP-20
2023-05-06,20,Nagano,中部地方,165,JP-20
2023-05-07,20,Nagano,中部地方,278,JP-20
2023-05-08,20,Nagano,中部地方,220,JP-20
2020-01-16,21,Gifu,中部地方,0,JP-21
2020-01-17,21,Gifu,中部地方,0,JP-21
2020-01-18,21,Gifu,中部地方,0,JP-21
2020-01-19,21,Gifu,中部地方,0,JP-21
2020-01-20,21,Gifu,中部地方,0,JP-21
2020-01-21,21,Gifu,中部地方,0,JP-21
2020-01-22,21,Gifu,中部地方,0,JP-21
2020-01-23,21,Gifu,中部地方,0,JP-21
2020-01-24,21,Gifu,中部地方,0,JP-21
2020-01-25,21,Gifu,中部地方,0,JP-21
2020-01-26,21,Gifu,中部地方,0,JP-21
2020-01-27,21,Gifu,中部地方,0,JP-21
2020-01-28,21,Gifu,中部地方,0,JP-21
2020-01-29,21,Gifu,中部地方,0,JP-21
2020-01-30,21,Gifu,中部地方,0,JP-21
2020-01-31,21,Gifu,中部地方,0,JP-21
2020-02-01,21,Gifu,中部地方,0,JP-21
2020-02-02,21,Gifu,中部地方,0,JP-21
2020-02-03,21,Gifu,中部地方,0,JP-21
2020-02-04,21,Gifu,中部地方,0,JP-21
2020-02-05,21,Gifu,中部地方,0,JP-21
2020-02-06,21,Gifu,中部地方,0,JP-21
2020-02-07,21,Gifu,中部地方,0,JP-21
2020-02-08,21,Gifu,中部地方,0,JP-21
2020-02-09,21,Gifu,中部地方,0,JP-21
2020-02-10,21,Gifu,中部地方,0,JP-21
2020-02-11,21,Gifu,中部地方,0,JP-21
2020-02-12,21,Gifu,中部地方,0,JP-21
2020-02-13,21,Gifu,中部地方,0,JP-21
2020-02-14,21,Gifu,中部地方,0,JP-21
2020-02-15,21,Gifu,中部地方,0,JP-21
2020-02-16,21,Gifu,中部地方,0,JP-21
2020-02-17,21,Gifu,中部地方,0,JP-21
2020-02-18,21,Gifu,中部地方,0,JP-21
2020-02-19,21,Gifu,中部地方,0,JP-21
2020-02-20,21,Gifu,中部地方,0,JP-21
2020-02-21,21,Gifu,中部地方,0,JP-21
2020-02-22,21,Gifu,中部地方,0,JP-21
2020-02-23,21,Gifu,中部地方,0,JP-21
2020-02-24,21,Gifu,中部地方,0,JP-21
2020-02-25,21,Gifu,中部地方,0,JP-21
2020-02-26,21,Gifu,中部地方,1,JP-21
2020-02-27,21,Gifu,中部地方,1,JP-21
2020-02-28,21,Gifu,中部地方,0,JP-21
2020-02-29,21,Gifu,中部地方,0,JP-21
2020-03-01,21,Gifu,中部地方,0,JP-21
2020-03-02,21,Gifu,中部地方,0,JP-21
2020-03-03,21,Gifu,中部地方,0,JP-21
2020-03-04,21,Gifu,中部地方,0,JP-21
2020-03-05,21,Gifu,中部地方,0,JP-21
2020-03-06,21,Gifu,中部地方,0,JP-21
2020-03-07,21,Gifu,中部地方,0,JP-21
2020-03-08,21,Gifu,中部地方,0,JP-21
2020-03-09,21,Gifu,中部地方,0,JP-21
2020-03-10,21,Gifu,中部地方,0,JP-21
2020-03-11,21,Gifu,中部地方,0,JP-21
2020-03-12,21,Gifu,中部地方,0,JP-21
2020-03-13,21,Gifu,中部地方,0,JP-21
2020-03-14,21,Gifu,中部地方,0,JP-21
2020-03-15,21,Gifu,中部地方,0,JP-21
2020-03-16,21,Gifu,中部地方,0,JP-21
2020-03-17,21,Gifu,中部地方,1,JP-21
2020-03-18,21,Gifu,中部地方,0,JP-21
2020-03-19,21,Gifu,中部地方,0,JP-21
2020-03-20,21,Gifu,中部地方,0,JP-21
2020-03-21,21,Gifu,中部地方,0,JP-21
2020-03-22,21,Gifu,中部地方,2,JP-21
2020-03-23,21,Gifu,中部地方,3,JP-21
2020-03-24,21,Gifu,中部地方,3,JP-21
2020-03-25,21,Gifu,中部地方,1,JP-21
2020-03-26,21,Gifu,中部地方,3,JP-21
2020-03-27,21,Gifu,中部地方,2,JP-21
2020-03-28,21,Gifu,中部地方,2,JP-21
2020-03-29,21,Gifu,中部地方,1,JP-21
2020-03-30,21,Gifu,中部地方,4,JP-21
2020-03-31,21,Gifu,中部地方,1,JP-21
2020-04-01,21,Gifu,中部地方,6,JP-21
2020-04-02,21,Gifu,中部地方,5,JP-21
2020-04-03,21,Gifu,中部地方,3,JP-21
2020-04-04,21,Gifu,中部地方,6,JP-21
