date,pref_no,Prefecture,Area,cases,Prefecture_code
2021-08-14,3,Iwate,東北地方,51,JP-03
2021-08-15,3,Iwate,東北地方,42,JP-03
2021-08-16,3,Iwate,東北地方,26,JP-03
2021-08-17,3,Iwate,東北地方,43,JP-03
2021-08-18,3,Iwate,東北地方,47,JP-03
2021-08-19,3,Iwate,東北地方,46,JP-03
2021-08-20,3,Iwate,東北地方,63,JP-03
2021-08-21,3,Iwate,東北地方,25,JP-03
2021-08-22,3,Iwate,東北地方,20,JP-03
2021-08-23,3,Iwate,東北地方,3,JP-03
2021-08-24,3,Iwate,東北地方,39,JP-03
2021-08-25,3,Iwate,東北地方,40,JP-03
2021-08-26,3,Iwate,東北地方,30,JP-03
2021-08-27,3,Iwate,東北地方,41,JP-03
2021-08-28,3,Iwate,東北地方,42,JP-03
2021-08-29,3,Iwate,東北地方,58,JP-03
2021-08-30,3,Iwate,東北地方,18,JP-03
2021-08-31,3,Iwate,東北地方,35,JP-03
2021-09-01,3,Iwate,東北地方,44,JP-03
2021-09-02,3,Iwate,東北地方,44,JP-03
2021-09-03,3,Iwate,東北地方,48,JP-03
2021-09-04,3,Iwate,東北地方,42,JP-03
2021-09-05,3,Iwate,東北地方,42,JP-03
2021-09-06,3,Iwate,東北地方,25,JP-03
2021-09-07,3,Iwate,東北地方,22,JP-03
2021-09-08,3,Iwate,東北地方,22,JP-03
2021-09-09,3,Iwate,東北地方,28,JP-03
2021-09-10,3,Iwate,東北地方,21,JP-03
2021-09-11,3,Iwate,東北地方,24,JP-03
2021-09-12,3,Iwate,東北地方,19,JP-03
2021-09-13,3,Iwate,東北地方,8,JP-03
2021-09-14,3,Iwate,東北地方,15,JP-03
2021-09-15,3,Iwate,東北地方,18,JP-03
2021-09-16,3,Iwate,東北地方,11,JP-03
2021-09-17,3,Iwate,東北地方,2,JP-03
2021-09-18,3,Iwate,東北地方,15,JP-03
2021-09-19,3,Iwate,東北地方,7,JP-03
2021-09-20,3,Iwate,東北地方,1,JP-03
2021-09-21,3,Iwate,東北地方,2,JP-03
2021-09-22,3,Iwate,東北地方,5,JP-03
2021-09-23,3,Iwate,東北地方,2,JP-03
2021-09-24,3,Iwate,東北地方,0,JP-03
2021-09-25,3,Iwate,東北地方,1,JP-03
2021-09-26,3,Iwate,東北地方,3,JP-03
2021-09-27,3,Iwate,東北地方,1,JP-03
2021-09-28,3,Iwate,東北地方,0,JP-03
2021-09-29,3,Iwate,東北地方,0,JP-03
2021-09-30,3,Iwate,東北地方,1,JP-03
2021-10-01,3,Iwate,東北地方,2,JP-03
2021-10-02,3,Iwate,東北地方,2,JP-03
2021-10-03,3,Iwate,東北地方,0,JP-03
2021-10-04,3,Iwate,東北地方,0,JP-03
2021-10-05,3,Iwate,東北地方,2,JP-03
2021-10-06,3,Iwate,東北地方,1,JP-03
2021-10-07,3,Iwate,東北地方,0,JP-03
2021-10-08,3,Iwate,東北地方,0,JP-03
2021-10-09,3,Iwate,東北地方,0,JP-03
2021-10-10,3,Iwate,東北地方,1,JP-03
2021-10-11,3,Iwate,東北地方,0,JP-03
2021-10-12,3,Iwate,東北地方,2,JP-03
2021-10-13,3,Iwate,東北地方,0,JP-03
2021-10-14,3,Iwate,東北地方,0,JP-03
2021-10-15,3,Iwate,東北地方,1,JP-03
2021-10-16,3,Iwate,東北地方,0,JP-03
2021-10-17,3,Iwate,東北地方,0,JP-03
2021-10-18,3,Iwate,東北地方,0,JP-03
2021-10-19,3,Iwate,東北地方,0,JP-03
2021-10-20,3,Iwate,東北地方,0,JP-03
2021-10-21,3,Iwate,東北地方,0,JP-03
2021-10-22,3,Iwate,東北地方,0,JP-03
2021-10-23,3,Iwate,東北地方,0,JP-03
2021-10-24,3,Iwate,東北地方,0,JP-03
2021-10-25,3,Iwate,東北地方,0,JP-03
2021-10-26,3,Iwate,東北地方,0,JP-03
2021-10-27,3,Iwate,東北地方,0,JP-03
2021-10-28,3,Iwate,東北地方,0,JP-03
2021-10-29,3,Iwate,東北地方,0,JP-03
2021-10-30,3,Iwate,東北地方,0,JP-03
2021-10-31,3,Iwate,東北地方,0,JP-03
2021-11-01,3,Iwate,東北地方,0,JP-03
2021-11-02,3,Iwate,東北地方,0,JP-03
2021-11-03,3,Iwate,東北地方,0,JP-03
2021-11-04,3,Iwate,東北地方,0,JP-03
2021-11-05,3,Iwate,東北地方,0,JP-03
2021-11-06,3,Iwate,東北地方,0,JP-03
2021-11-07,3,Iwate,東北地方,0,JP-03
2021-11-08,3,Iwate,東北地方,0,JP-03
2021-11-09,3,Iwate,東北地方,0,JP-03
2021-11-10,3,Iwate,東北地方,0,JP-03
2021-11-11,3,Iwate,東北地方,0,JP-03
2021-11-12,3,Iwate,東北地方,0,JP-03
2021-11-13,3,Iwate,東北地方,0,JP-03
2021-11-14,3,Iwate,東北地方,1,JP-03
2021-11-15,3,Iwate,東北地方,0,JP-03
2021-11-16,3,Iwate,東北地方,0,JP-03
2021-11-17,3,Iwate,東北地方,0,JP-03
2021-11-18,3,Iwate,東北地方,0,JP-03
2021-11-19,3,Iwate,東北地方,0,JP-03
2021-11-20,3,Iwate,東北地方,0,JP-03
2021-11-21,3,Iwate,東北地方,0,JP-03
2021-11-22,3,Iwate,東北地方,0,JP-03
2021-11-23,3,Iwate,東北地方,0,JP-03
2021-11-24,3,Iwate,東北地方,0,JP-03
2021-11-25,3,Iwate,東北地方,0,JP-03
2021-11-26,3,Iwate,東北地方,0,JP-03
2021-11-27,3,Iwate,東北地方,0,JP-03
2021-11-28,3,Iwate,東北地方,0,JP-03
2021-11-29,3,Iwate,東北地方,0,JP-03
2021-11-30,3,Iwate,東北地方,0,JP-03
2021-12-01,3,Iwate,東北地方,0,JP-03
2021-12-02,3,Iwate,東北地方,0,JP-03
2021-12-03,3,Iwate,東北地方,0,JP-03
2021-12-04,3,Iwate,東北地方,0,JP-03
2021-12-05,3,Iwate,東北地方,0,JP-03
2021-12-06,3,Iwate,東北地方,0,JP-03
2021-12-07,3,Iwate,東北地方,0,JP-03
2021-12-08,3,Iwate,東北地方,0,JP-03
2021-12-09,3,Iwate,東北地方,0,JP-03
2021-12-10,3,Iwate,東北地方,0,JP-03
2021-12-11,3,Iwate,東北地方,0,JP-03
2021-12-12,3,Iwate,東北地方,0,JP-03
2021-12-13,3,Iwate,東北地方,0,JP-03
2021-12-14,3,Iwate,東北地方,0,JP-03
2021-12-15,3,Iwate,東北地方,0,JP-03
2021-12-16,3,Iwate,東北地方,0,JP-03
2021-12-17,3,Iwate,東北地方,0,JP-03
2021-12-18,3,Iwate,東北地方,0,JP-03
2021-12-19,3,Iwate,東北地方,0,JP-03
2021-12-20,3,Iwate,東北地方,0,JP-03
2021-12-21,3,Iwate,東北地方,0,JP-03
2021-12-22,3,Iwate,東北地方,0,JP-03
2021-12-23,3,Iwate,東北地方,0,JP-03
2021-12-24,3,Iwate,東北地方,0,JP-03
2021-12-25,3,Iwate,東北地方,0,JP-03
2021-12-26,3,Iwate,東北地方,0,JP-03
2021-12-27,3,Iwate,東北地方,1,JP-03
2021-12-28,3,Iwate,東北地方,0,JP-03
2021-12-29,3,Iwate,東北地方,0,JP-03
2021-12-30,3,Iwate,東北地方,4,JP-03
2021-12-31,3,Iwate,東北地方,0,JP-03
2022-01-01,3,Iwate,東北地方,1,JP-03
2022-01-02,3,Iwate,東北地方,0,JP-03
2022-01-03,3,Iwate,東北地方,3,JP-03
2022-01-04,3,Iwate,東北地方,1,JP-03
2022-01-05,3,Iwate,東北地方,3,JP-03
2022-01-06,3,Iwate,東北地方,6,JP-03
2022-01-07,3,Iwate,東北地方,8,JP-03
2022-01-08,3,Iwate,東北地方,10,JP-03
2022-01-09,3,Iwate,東北地方,5,JP-03
2022-01-10,3,Iwate,東北地方,1,JP-03
2022-01-11,3,Iwate,東北地方,5,JP-03
2022-01-12,3,Iwate,東北地方,6,JP-03
2022-01-13,3,Iwate,東北地方,9,JP-03
2022-01-14,3,Iwate,東北地方,31,JP-03
2022-01-15,3,Iwate,東北地方,20,JP-03
2022-01-16,3,Iwate,東北地方,16,JP-03
2022-01-17,3,Iwate,東北地方,8,JP-03
2022-01-18,3,Iwate,東北地方,20,JP-03
2022-01-19,3,Iwate,東北地方,24,JP-03
2022-01-20,3,Iwate,東北地方,16,JP-03
2022-01-21,3,Iwate,東北地方,36,JP-03
2022-01-22,3,Iwate,東北地方,53,JP-03
2022-01-23,3,Iwate,東北地方,54,JP-03
2022-01-24,3,Iwate,東北地方,50,JP-03
2022-01-25,3,Iwate,東北地方,107,JP-03
2022-01-26,3,Iwate,東北地方,156,JP-03
2022-01-27,3,Iwate,東北地方,109,JP-03
2022-01-28,3,Iwate,東北地方,153,JP-03
2022-01-29,3,Iwate,東北地方,150,JP-03
2022-01-30,3,Iwate,東北地方,102,JP-03
2022-01-31,3,Iwate,東北地方,103,JP-03
2022-02-01,3,Iwate,東北地方,151,JP-03
2022-02-02,3,Iwate,東北地方,169,JP-03
2022-02-03,3,Iwate,東北地方,170,JP-03
2022-02-04,3,Iwate,東北地方,156,JP-03
2022-02-05,3,Iwate,東北地方,176,JP-03
2022-02-06,3,Iwate,東北地方,114,JP-03
2022-02-07,3,Iwate,東北地方,102,JP-03
2022-02-08,3,Iwate,東北地方,178,JP-03
2022-02-09,3,Iwate,東北地方,178,JP-03
2022-02-10,3,Iwate,東北地方,192,JP-03
2022-02-11,3,Iwate,東北地方,200,JP-03
2022-02-12,3,Iwate,東北地方,128,JP-03
2022-02-13,3,Iwate,東北地方,172,JP-03
2022-02-14,3,Iwate,東北地方,96,JP-03
2022-02-15,3,Iwate,東北地方,254,JP-03
2022-02-16,3,Iwate,東北地方,249,JP-03
2022-02-17,3,Iwate,東北地方,247,JP-03
2022-02-18,3,Iwate,東北地方,246,JP-03
2022-02-19,3,Iwate,東北地方,304,JP-03
2022-02-20,3,Iwate,東北地方,257,JP-03
2022-02-21,3,Iwate,東北地方,136,JP-03
2022-02-22,3,Iwate,東北地方,398,JP-03
2022-02-23,3,Iwate,東北地方,405,JP-03
2022-02-24,3,Iwate,東北地方,209,JP-03
2022-02-25,3,Iwate,東北地方,375,JP-03
2022-02-26,3,Iwate,東北地方,367,JP-03
2022-02-27,3,Iwate,東北地方,276,JP-03
2022-02-28,3,Iwate,東北地方,169,JP-03
2022-03-01,3,Iwate,東北地方,367,JP-03
2022-03-02,3,Iwate,東北地方,264,JP-03
2022-03-03,3,Iwate,東北地方,338,JP-03
2022-03-04,3,Iwate,東北地方,242,JP-03
2022-03-05,3,Iwate,東北地方,265,JP-03
2022-03-06,3,Iwate,東北地方,186,JP-03
2022-03-07,3,Iwate,東北地方,92,JP-03
2022-03-08,3,Iwate,東北地方,308,JP-03
2022-03-09,3,Iwate,東北地方,296,JP-03
2022-03-10,3,Iwate,東北地方,283,JP-03
2022-03-11,3,Iwate,東北地方,230,JP-03
2022-03-12,3,Iwate,東北地方,275,JP-03
2022-03-13,3,Iwate,東北地方,175,JP-03
2022-03-14,3,Iwate,東北地方,107,JP-03
2022-03-15,3,Iwate,東北地方,337,JP-03
2022-03-16,3,Iwate,東北地方,331,JP-03
2022-03-17,3,Iwate,東北地方,251,JP-03
2022-03-18,3,Iwate,東北地方,251,JP-03
2022-03-19,3,Iwate,東北地方,245,JP-03
2022-03-20,3,Iwate,東北地方,156,JP-03
2022-03-21,3,Iwate,東北地方,130,JP-03
2022-03-22,3,Iwate,東北地方,75,JP-03
2022-03-23,3,Iwate,東北地方,285,JP-03
2022-03-24,3,Iwate,東北地方,275,JP-03
2022-03-25,3,Iwate,東北地方,244,JP-03
2022-03-26,3,Iwate,東北地方,266,JP-03
2022-03-27,3,Iwate,東北地方,185,JP-03
2022-03-28,3,Iwate,東北地方,115,JP-03
2022-03-29,3,Iwate,東北地方,237,JP-03
2022-03-30,3,Iwate,東北地方,245,JP-03
2022-03-31,3,Iwate,東北地方,259,JP-03
2022-04-01,3,Iwate,東北地方,221,JP-03
2022-04-02,3,Iwate,東北地方,231,JP-03
2022-04-03,3,Iwate,東北地方,190,JP-03
2022-04-04,3,Iwate,東北地方,107,JP-03
2022-04-05,3,Iwate,東北地方,440,JP-03
2022-04-06,3,Iwate,東北地方,450,JP-03
2022-04-07,3,Iwate,東北地方,369,JP-03
2022-04-08,3,Iwate,東北地方,419,JP-03
2022-04-09,3,Iwate,東北地方,376,JP-03
2022-04-10,3,Iwate,東北地方,253,JP-03
2022-04-11,3,Iwate,東北地方,128,JP-03
2022-04-12,3,Iwate,東北地方,444,JP-03
2022-04-13,3,Iwate,東北地方,435,JP-03
2022-04-14,3,Iwate,東北地方,365,JP-03
2022-04-15,3,Iwate,東北地方,297,JP-03
2022-04-16,3,Iwate,東北地方,325,JP-03
2022-04-17,3,Iwate,東北地方,247,JP-03
2022-04-18,3,Iwate,東北地方,144,JP-03
2022-04-19,3,Iwate,東北地方,402,JP-03
2022-04-20,3,Iwate,東北地方,399,JP-03
2022-04-21,3,Iwate,東北地方,390,JP-03
2022-04-22,3,Iwate,東北地方,391,JP-03
2022-04-23,3,Iwate,東北地方,376,JP-03
2022-04-24,3,Iwate,東北地方,263,JP-03
2022-04-25,3,Iwate,東北地方,130,JP-03
2022-04-26,3,Iwate,東北地方,411,JP-03
2022-04-27,3,Iwate,東北地方,327,JP-03
2022-04-28,3,Iwate,東北地方,281,JP-03
2022-04-29,3,Iwate,東北地方,283,JP-03
2022-04-30,3,Iwate,東北地方,125,JP-03
2022-05-01,3,Iwate,東北地方,179,JP-03
2022-05-02,3,Iwate,東北地方,105,JP-03
2022-05-03,3,Iwate,東北地方,319,JP-03
2022-05-04,3,Iwate,東北地方,162,JP-03
2022-05-05,3,Iwate,東北地方,185,JP-03
2022-05-06,3,Iwate,東北地方,152,JP-03
2022-05-07,3,Iwate,東北地方,437,JP-03
2022-05-08,3,Iwate,東北地方,280,JP-03
2022-05-09,3,Iwate,東北地方,189,JP-03
2022-05-10,3,Iwate,東北地方,398,JP-03
2022-05-11,3,Iwate,東北地方,287,JP-03
2022-05-12,3,Iwate,東北地方,252,JP-03
2022-05-13,3,Iwate,東北地方,270,JP-03
2022-05-14,3,Iwate,東北地方,292,JP-03
2022-05-15,3,Iwate,東北地方,240,JP-03
2022-05-16,3,Iwate,東北地方,127,JP-03
2022-05-17,3,Iwate,東北地方,301,JP-03
2022-05-18,3,Iwate,東北地方,277,JP-03
2022-05-19,3,Iwate,東北地方,247,JP-03
2022-05-20,3,Iwate,東北地方,252,JP-03
2022-05-21,3,Iwate,東北地方,233,JP-03
2022-05-22,3,Iwate,東北地方,154,JP-03
2022-05-23,3,Iwate,東北地方,91,JP-03
2022-05-24,3,Iwate,東北地方,289,JP-03
2022-05-25,3,Iwate,東北地方,252,JP-03
2022-05-26,3,Iwate,東北地方,255,JP-03
2022-05-27,3,Iwate,東北地方,200,JP-03
2022-05-28,3,Iwate,東北地方,206,JP-03
2022-05-29,3,Iwate,東北地方,161,JP-03
2022-05-30,3,Iwate,東北地方,52,JP-03
2022-05-31,3,Iwate,東北地方,187,JP-03
2022-06-01,3,Iwate,東北地方,193,JP-03
2022-06-02,3,Iwate,東北地方,166,JP-03
2022-06-03,3,Iwate,東北地方,178,JP-03
2022-06-04,3,Iwate,東北地方,175,JP-03
2022-06-05,3,Iwate,東北地方,125,JP-03
2022-06-06,3,Iwate,東北地方,52,JP-03
2022-06-07,3,Iwate,東北地方,192,JP-03
2022-06-08,3,Iwate,東北地方,149,JP-03
2022-06-09,3,Iwate,東北地方,120,JP-03
2022-06-10,3,Iwate,東北地方,108,JP-03
2022-06-11,3,Iwate,東北地方,140,JP-03
2022-06-12,3,Iwate,東北地方,91,JP-03
2022-06-13,3,Iwate,東北地方,53,JP-03
2022-06-14,3,Iwate,東北地方,173,JP-03
2022-06-15,3,Iwate,東北地方,176,JP-03
2022-06-16,3,Iwate,東北地方,119,JP-03
2022-06-17,3,Iwate,東北地方,90,JP-03
2022-06-18,3,Iwate,東北地方,113,JP-03
2022-06-19,3,Iwate,東北地方,69,JP-03
2022-06-20,3,Iwate,東北地方,56,JP-03
2022-06-21,3,Iwate,東北地方,105,JP-03
2022-06-22,3,Iwate,東北地方,79,JP-03
2022-06-23,3,Iwate,東北地方,68,JP-03
2022-06-24,3,Iwate,東北地方,73,JP-03
2022-06-25,3,Iwate,東北地方,80,JP-03
2022-06-26,3,Iwate,東北地方,40,JP-03
2022-06-27,3,Iwate,東北地方,30,JP-03
2022-06-28,3,Iwate,東北地方,96,JP-03
2022-06-29,3,Iwate,東北地方,89,JP-03
2022-06-30,3,Iwate,東北地方,86,JP-03
2022-07-01,3,Iwate,東北地方,73,JP-03
2022-07-02,3,Iwate,東北地方,87,JP-03
2022-07-03,3,Iwate,東北地方,103,JP-03
2022-07-04,3,Iwate,東北地方,52,JP-03
2022-07-05,3,Iwate,東北地方,124,JP-03
2022-07-06,3,Iwate,東北地方,223,JP-03
2022-07-07,3,Iwate,東北地方,208,JP-03
2022-07-08,3,Iwate,東北地方,203,JP-03
2022-07-09,3,Iwate,東北地方,304,JP-03
2022-07-10,3,Iwate,東北地方,257,JP-03
2022-07-11,3,Iwate,東北地方,181,JP-03
2022-07-12,3,Iwate,東北地方,324,JP-03
2022-07-13,3,Iwate,東北地方,597,JP-03
2022-07-14,3,Iwate,東北地方,556,JP-03
2022-07-15,3,Iwate,東北地方,584,JP-03
2022-07-16,3,Iwate,東北地方,590,JP-03
2022-07-17,3,Iwate,東北地方,554,JP-03
2022-07-18,3,Iwate,東北地方,389,JP-03
2022-07-19,3,Iwate,東北地方,340,JP-03
2022-07-20,3,Iwate,東北地方,594,JP-03
2022-07-21,3,Iwate,東北地方,975,JP-03
2022-07-22,3,Iwate,東北地方,976,JP-03
2022-07-23,3,Iwate,東北地方,1051,JP-03
2022-07-24,3,Iwate,東北地方,911,JP-03
2022-07-25,3,Iwate,東北地方,602,JP-03
2022-07-26,3,Iwate,東北地方,717,JP-03
2022-07-27,3,Iwate,東北地方,1077,JP-03
2022-07-28,3,Iwate,東北地方,1015,JP-03
2022-07-29,3,Iwate,東北地方,928,JP-03
2022-07-30,3,Iwate,東北地方,1015,JP-03
2022-07-31,3,Iwate,東北地方,965,JP-03
2022-08-01,3,Iwate,東北地方,895,JP-03
2022-08-02,3,Iwate,東北地方,878,JP-03
2022-08-03,3,Iwate,東北地方,1038,JP-03
2022-08-04,3,Iwate,東北地方,1005,JP-03
2022-08-05,3,Iwate,東北地方,1034,JP-03
2022-08-06,3,Iwate,東北地方,1132,JP-03
2022-08-07,3,Iwate,東北地方,969,JP-03
2022-08-08,3,Iwate,東北地方,803,JP-03
2022-08-09,3,Iwate,東北地方,794,JP-03
2022-08-10,3,Iwate,東北地方,1482,JP-03
2022-08-11,3,Iwate,東北地方,1373,JP-03
2022-08-12,3,Iwate,東北地方,1113,JP-03
2022-08-13,3,Iwate,東北地方,1128,JP-03
2022-08-14,3,Iwate,東北地方,1107,JP-03
2022-08-15,3,Iwate,東北地方,789,JP-03
2022-08-16,3,Iwate,東北地方,969,JP-03
2022-08-17,3,Iwate,東北地方,1266,JP-03
2022-08-18,3,Iwate,東北地方,1537,JP-03
2022-08-19,3,Iwate,東北地方,1655,JP-03
2022-08-20,3,Iwate,東北地方,1645,JP-03
2022-08-21,3,Iwate,東北地方,2017,JP-03
2022-08-22,3,Iwate,東北地方,1325,JP-03
2022-08-23,3,Iwate,東北地方,1350,JP-03
2022-08-24,3,Iwate,東北地方,1835,JP-03
2022-08-25,3,Iwate,東北地方,1484,JP-03
2022-08-26,3,Iwate,東北地方,1300,JP-03
2022-08-27,3,Iwate,東北地方,1066,JP-03
2022-08-28,3,Iwate,東北地方,947,JP-03
2022-08-29,3,Iwate,東北地方,568,JP-03
2022-08-30,3,Iwate,東北地方,733,JP-03
2022-08-31,3,Iwate,東北地方,1301,JP-03
2022-09-01,3,Iwate,東北地方,1162,JP-03
2022-09-02,3,Iwate,東北地方,934,JP-03
2022-09-03,3,Iwate,東北地方,925,JP-03
2022-09-04,3,Iwate,東北地方,800,JP-03
2022-09-05,3,Iwate,東北地方,576,JP-03
2022-09-06,3,Iwate,東北地方,655,JP-03
2022-09-07,3,Iwate,東北地方,1256,JP-03
2022-09-08,3,Iwate,東北地方,845,JP-03
2022-09-09,3,Iwate,東北地方,728,JP-03
2022-09-10,3,Iwate,東北地方,698,JP-03
2022-09-11,3,Iwate,東北地方,588,JP-03
2022-09-12,3,Iwate,東北地方,376,JP-03
2022-09-13,3,Iwate,東北地方,446,JP-03
2022-09-14,3,Iwate,東北地方,794,JP-03
2022-09-15,3,Iwate,東北地方,600,JP-03
2022-09-16,3,Iwate,東北地方,480,JP-03
2022-09-17,3,Iwate,東北地方,467,JP-03
2022-09-18,3,Iwate,東北地方,393,JP-03
2022-09-19,3,Iwate,東北地方,295,JP-03
2022-09-20,3,Iwate,東北地方,252,JP-03
2022-09-21,3,Iwate,東北地方,450,JP-03
2022-09-22,3,Iwate,東北地方,643,JP-03
2022-09-23,3,Iwate,東北地方,375,JP-03
2022-09-24,3,Iwate,東北地方,358,JP-03
2022-09-25,3,Iwate,東北地方,368,JP-03
2022-09-26,3,Iwate,東北地方,395,JP-03
2022-09-27,3,Iwate,東北地方,466,JP-03
2022-09-28,3,Iwate,東北地方,449,JP-03
2022-09-29,3,Iwate,東北地方,363,JP-03
2022-09-30,3,Iwate,東北地方,332,JP-03
2022-10-01,3,Iwate,東北地方,324,JP-03
2022-10-02,3,Iwate,東北地方,249,JP-03
2022-10-03,3,Iwate,東北地方,155,JP-03
2022-10-04,3,Iwate,東北地方,442,JP-03
2022-10-05,3,Iwate,東北地方,377,JP-03
2022-10-06,3,Iwate,東北地方,366,JP-03
2022-10-07,3,Iwate,東北地方,274,JP-03
2022-10-08,3,Iwate,東北地方,236,JP-03
2022-10-09,3,Iwate,東北地方,192,JP-03
2022-10-10,3,Iwate,東北地方,125,JP-03
2022-10-11,3,Iwate,東北地方,120,JP-03
2022-10-12,3,Iwate,東北地方,554,JP-03
2022-10-13,3,Iwate,東北地方,409,JP-03
2022-10-14,3,Iwate,東北地方,345,JP-03
2022-10-15,3,Iwate,東北地方,383,JP-03
2022-10-16,3,Iwate,東北地方,279,JP-03
2022-10-17,3,Iwate,東北地方,138,JP-03
2022-10-18,3,Iwate,東北地方,705,JP-03
2022-10-19,3,Iwate,東北地方,527,JP-03
2022-10-20,3,Iwate,東北地方,496,JP-03
2022-10-21,3,Iwate,東北地方,435,JP-03
2022-10-22,3,Iwate,東北地方,479,JP-03
2022-10-23,3,Iwate,東北地方,346,JP-03
2022-10-24,3,Iwate,東北地方,186,JP-03
2022-10-25,3,Iwate,東北地方,751,JP-03
2022-10-26,3,Iwate,東北地方,678,JP-03
2022-10-27,3,Iwate,東北地方,595,JP-03
2022-10-28,3,Iwate,東北地方,579,JP-03
2022-10-29,3,Iwate,東北地方,685,JP-03
2022-10-30,3,Iwate,東北地方,479,JP-03
2022-10-31,3,Iwate,東北地方,313,JP-03
2022-11-01,3,Iwate,東北地方,1075,JP-03
2022-11-02,3,Iwate,東北地方,865,JP-03
2022-11-03,3,Iwate,東北地方,939,JP-03
2022-11-04,3,Iwate,東北地方,315,JP-03
2022-11-05,3,Iwate,東北地方,1180,JP-03
2022-11-06,3,Iwate,東北地方,620,JP-03
2022-11-07,3,Iwate,東北地方,348,JP-03
2022-11-08,3,Iwate,東北地方,1258,JP-03
2022-11-09,3,Iwate,東北地方,1047,JP-03
2022-11-10,3,Iwate,東北地方,898,JP-03
2022-11-11,3,Iwate,東北地方,936,JP-03
2022-11-12,3,Iwate,東北地方,1039,JP-03
2022-11-13,3,Iwate,東北地方,720,JP-03
2022-11-14,3,Iwate,東北地方,407,JP-03
2022-11-15,3,Iwate,東北地方,1693,JP-03
2022-11-16,3,Iwate,東北地方,1409,JP-03
2022-11-17,3,Iwate,東北地方,1143,JP-03
2022-11-18,3,Iwate,東北地方,1295,JP-03
2022-11-19,3,Iwate,東北地方,1254,JP-03
2022-11-20,3,Iwate,東北地方,843,JP-03
2022-11-21,3,Iwate,東北地方,534,JP-03
2022-11-22,3,Iwate,東北地方,2115,JP-03
2022-11-23,3,Iwate,東北地方,1820,JP-03
2022-11-24,3,Iwate,東北地方,681,JP-03
2022-11-25,3,Iwate,東北地方,2241,JP-03
2022-11-26,3,Iwate,東北地方,1776,JP-03
2022-11-27,3,Iwate,東北地方,1064,JP-03
2022-11-28,3,Iwate,東北地方,679,JP-03
2022-11-29,3,Iwate,東北地方,2248,JP-03
2022-11-30,3,Iwate,東北地方,1697,JP-03
2022-12-01,3,Iwate,東北地方,1592,JP-03
2022-12-02,3,Iwate,東北地方,1436,JP-03
2022-12-03,3,Iwate,東北地方,1507,JP-03
2022-12-04,3,Iwate,東北地方,883,JP-03
2022-12-05,3,Iwate,東北地方,681,JP-03
2022-12-06,3,Iwate,東北地方,2159,JP-03
2022-12-07,3,Iwate,東北地方,1637,JP-03
2022-12-08,3,Iwate,東北地方,1483,JP-03
2022-12-09,3,Iwate,東北地方,1520,JP-03
2022-12-10,3,Iwate,東北地方,1555,JP-03
2022-12-11,3,Iwate,東北地方,1185,JP-03
2022-12-12,3,Iwate,東北地方,718,JP-03
2022-12-13,3,Iwate,東北地方,2515,JP-03
2022-12-14,3,Iwate,東北地方,1907,JP-03
2022-12-15,3,Iwate,東北地方,1816,JP-03
2022-12-16,3,Iwate,東北地方,1705,JP-03
2022-12-17,3,Iwate,東北地方,1789,JP-03
2022-12-18,3,Iwate,東北地方,1231,JP-03
2022-12-19,3,Iwate,東北地方,884,JP-03
2022-12-20,3,Iwate,東北地方,2699,JP-03
2022-12-21,3,Iwate,東北地方,2045,JP-03
2022-12-22,3,Iwate,東北地方,1827,JP-03
2022-12-23,3,Iwate,東北地方,1645,JP-03
2022-12-24,3,Iwate,東北地方,1689,JP-03
2022-12-25,3,Iwate,東北地方,1150,JP-03
2022-12-26,3,Iwate,東北地方,638,JP-03
2022-12-27,3,Iwate,東北地方,2200,JP-03
2022-12-28,3,Iwate,東北地方,1623,JP-03
2022-12-29,3,Iwate,東北地方,1432,JP-03
2022-12-30,3,Iwate,東北地方,952,JP-03
2022-12-31,3,Iwate,東北地方,787,JP-03
2023-01-01,3,Iwate,東北地方,651,JP-03
2023-01-02,3,Iwate,東北地方,624,JP-03
2023-01-03,3,Iwate,東北地方,932,JP-03
2023-01-04,3,Iwate,東北地方,920,JP-03
2023-01-05,3,Iwate,東北地方,2009,JP-03
2023-01-06,3,Iwate,東北地方,1530,JP-03
2023-01-07,3,Iwate,東北地方,1558,JP-03
2023-01-08,3,Iwate,東北地方,925,JP-03
2023-01-09,3,Iwate,東北地方,566,JP-03
2023-01-10,3,Iwate,東北地方,500,JP-03
2023-01-11,3,Iwate,東北地方,1824,JP-03
2023-01-12,3,Iwate,東北地方,1092,JP-03
2023-01-13,3,Iwate,東北地方,1158,JP-03
2023-01-14,3,Iwate,東北地方,1036,JP-03
2023-01-15,3,Iwate,東北地方,568,JP-03
2023-01-16,3,Iwate,東北地方,351,JP-03
2023-01-17,3,Iwate,東北地方,1124,JP-03
2023-01-18,3,Iwate,東北地方,833,JP-03
2023-01-19,3,Iwate,東北地方,617,JP-03
2023-01-20,3,Iwate,東北地方,639,JP-03
2023-01-21,3,Iwate,東北地方,506,JP-03
2023-01-22,3,Iwate,東北地方,388,JP-03
2023-01-23,3,Iwate,東北地方,221,JP-03
2023-01-24,3,Iwate,東北地方,739,JP-03
2023-01-25,3,Iwate,東北地方,520,JP-03
2023-01-26,3,Iwate,東北地方,400,JP-03
2023-01-27,3,Iwate,東北地方,379,JP-03
2023-01-28,3,Iwate,東北地方,462,JP-03
2023-01-29,3,Iwate,東北地方,286,JP-03
